org_id,org_name,street,city_name,state_id,zip_code,mission,web_url,phone,email,org_type,org_size,org_rating,is_collaborator,is_contributor,created_at,last_updated_at
ORG00031,Maplewood Housing Trust,29612 Christopher Pines,Sandrastad,VA,28698,Information game have return since nothing be apply church pay purpose evening product magazine kind event sense.,https://www.maplewoodhousingtrus.org,(156) 149-7840,contact@maplewoodhousingtrus.org,For-profit,Small,5,TRUE,FALSE,2024-02-22 07:14:14,2025-06-13 07:14:14
ORG00032,Harbor Veterans Support,4510 Burgess Extensions,North Jamesborough,FL,17433,Mouth discover next property government however score job least back fine investment identify policy face if whom.,https://www.harborveteranssuppor.org,(297) 516-1369,contact@harborveteranssuppor.org,For-profit,Medium,3,TRUE,FALSE,2024-08-04 14:45:26,2025-06-09 14:45:26
ORG00033,Cedar Valley Health Initiative,2181 Rebecca Keys,South Monicamouth,IN,46520,Door chair culture own set pretty concern significant management senior service large.,https://www.cedarvalleyhealthini.org,(995) 527-1774,contact@cedarvalleyhealthini.org,For-profit,Large,1,FALSE,TRUE,2025-08-01 03:10:37,2025-12-20 03:10:37
ORG00034,Northgate Community Foundation,0054 Deanna Walk Apt. 998,West Williamport,MI,50895,Oil west school American training occur could painting may whatever late specific study word base position.,https://www.northgatecommunityfo.org,(037) 788-9255,contact@northgatecommunityfo.org,Non-Profit,Large,5,FALSE,TRUE,2025-11-20 04:24:57,2025-11-24 04:24:57
ORG00035,Summit Relief Network,515 Angela Lights,Ortizmouth,VT,37744,Rich prevent trade their four old center glass whose recognize hot organization.,https://www.summitreliefnetwork.org,(148) 652-8168,contact@summitreliefnetwork.org,Non-Profit,Large,4,FALSE,TRUE,2024-06-30 08:17:34,2024-07-21 08:17:34
ORG00036,Golden Gate Education Fund,3322 Kenneth Turnpike Apt. 888,Kyleborough,AZ,05448,Then peace others child Congress realize person total return analysis hair rest wide particular sell six doctor.,https://www.goldengateeducationf.org,(347) 359-7746,contact@goldengateeducationf.org,Non-Profit,Small,5,TRUE,FALSE,2024-11-06 04:17:03,2026-03-19 04:17:03
ORG00037,Meadowbrook Food Bank,0758 Jennifer Path,Burchborough,KS,16842,Base civil last message store begin treat stage this us increase how hear.,https://www.meadowbrookfoodbank.org,(615) 305-1522,contact@meadowbrookfoodbank.org,Non-Profit,Medium,2,FALSE,TRUE,2023-09-08 21:39:44,2024-10-12 21:39:44
ORG00038,Hopewell Literacy Project,9010 Lewis Drive Suite 143,Hortonberg,TX,39973,Answer information soldier lead book toward others administration middle drop century.,https://www.hopewellliteracyproj.org,(609) 539-6218,contact@hopewellliteracyproj.org,Non-Profit,Medium,1,FALSE,TRUE,2026-01-10 23:29:11,2026-03-07 23:29:11
ORG00039,Green Valley Health Initiative,7065 Burgess Knolls,New Amyhaven,MN,09356,Drop price billion old series card good full poor store range wonder long consider care respond.,https://www.greenvalleyhealthini.org,(704) 303-0548,contact@greenvalleyhealthini.org,For-profit,Medium,2,TRUE,FALSE,2024-08-02 13:58:33,2025-01-17 13:58:33
ORG00040,Summit Education Fund,0541 Kim Locks Suite 652,Kingborough,WY,65539,Happen something entire bar interesting issue yet Congress family bill foreign fast knowledge response coach know language risk treatment.,https://www.summiteducationfund.org,(964) 016-5820,contact@summiteducationfund.org,For-profit,Small,1,FALSE,TRUE,2023-12-13 07:26:52,2025-03-06 07:26:52
