user_id,prev_loc,curr_loc,last_updated_at
SID-00-000-545-784,SRID=4326;POINT(-77.265368 36.6091),SRID=4326;POINT(-77.383399 36.632296),2026-04-18 06:18:52.000
SID-00-000-621-433,,SRID=4326;POINT(-75.545704 37.040428),2026-08-21 00:00:00.000
SID-00-000-408-687,,SRID=4326;POINT(-75.479252 37.049272),2026-08-16 05:13:23.000
SID-00-000-346-021,,SRID=4326;POINT(-82.819907 37.852266),2026-04-18 00:14:54.000
SID-00-000-234-069,SRID=4326;POINT(-76.107394 39.186024),SRID=4326;POINT(-76.096485 39.282399),2026-08-21 00:00:00.000
SID-00-000-219-552,,SRID=4326;POINT(-79.634365 38.105134),2026-04-01 19:56:13.000
SID-00-000-826-416,SRID=4326;POINT(-76.786851 39.45),SRID=4326;POINT(-76.700226 39.414641),2026-04-13 01:01:08.000
SID-00-000-746-055,,SRID=4326;POINT(-77.760888 38.051125),2026-08-21 00:00:00.000
SID-00-000-882-111,,SRID=4326;POINT(-75.307688 38.325547),2026-02-20 22:50:20.000
SID-00-000-255-895,,SRID=4326;POINT(-77.260015 38.106098),2026-08-21 00:00:00.000
SID-00-000-948-771,SRID=4326;POINT(-76.958792 38.883966),SRID=4326;POINT(-76.970544 39.016462),2026-07-19 21:14:29.000
SID-00-000-060-168,SRID=4326;POINT(-80.470262 37.335165),SRID=4326;POINT(-80.619904 37.310782),2026-06-24 01:44:16.000
SID-00-000-433-713,SRID=4326;POINT(-79.135104 39.071786),SRID=4326;POINT(-79.209953 39.197511),2026-06-29 08:28:07.000
SID-00-000-593-753,SRID=4326;POINT(-81.210164 38.619688),SRID=4326;POINT(-81.221678 38.669414),2026-06-09 06:15:38.000
SID-00-000-873-543,SRID=4326;POINT(-79.928648 38.805435),SRID=4326;POINT(-79.904794 38.933323),2026-07-23 07:50:43.000
SID-00-000-691-882,SRID=4326;POINT(-82.507932 38.092665),SRID=4326;POINT(-82.529541 37.950182),2026-08-21 00:00:00.000
SID-00-000-634-083,SRID=4326;POINT(-79.915326 36.87563),SRID=4326;POINT(-79.946653 36.791325),2026-04-25 11:17:22.000
SID-00-000-687-660,SRID=4326;POINT(-78.591093 36.961657),SRID=4326;POINT(-78.703044 36.963704),2026-05-07 00:24:40.000
SID-00-000-576-102,SRID=4326;POINT(-81.707365 36.636241),SRID=4326;POINT(-81.628054 36.740963),2026-06-03 12:40:55.000
SID-00-000-900-250,SRID=4326;POINT(-79.767728 38.00607),SRID=4326;POINT(-79.89933 38.117518),2026-07-12 03:44:43.000
SID-00-000-826-669,SRID=4326;POINT(-80.616916 37.957383),SRID=4326;POINT(-80.489973 38.006883),2026-04-27 22:23:38.000
SID-00-000-760-566,SRID=4326;POINT(-82.225784 37.518672),SRID=4326;POINT(-82.177715 37.646827),2026-08-12 08:54:52.000
SID-00-000-873-270,SRID=4326;POINT(-75.441947 37.4244),SRID=4326;POINT(-75.550976 37.481908),2026-08-21 00:00:00.000
SID-00-000-849-283,SRID=4326;POINT(-79.812301 38.460102),SRID=4326;POINT(-79.957455 38.383632),2026-06-18 05:42:43.000
SID-00-000-574-009,SRID=4326;POINT(-81.838674 37.33945),SRID=4326;POINT(-81.819523 37.237676),2026-03-31 00:47:32.000
SID-00-000-440-130,SRID=4326;POINT(-75.636075 37.556742),SRID=4326;POINT(-75.489649 37.442357),2026-06-03 07:53:05.000
SID-00-000-682-105,SRID=4326;POINT(-78.036825 36.701196),SRID=4326;POINT(-77.964621 36.724245),2026-05-21 15:16:28.000
SID-00-000-947-952,SRID=4326;POINT(-75.832305 39.053665),SRID=4326;POINT(-75.744721 39.139772),2026-05-15 10:28:29.000
SID-00-000-183-754,SRID=4326;POINT(-78.401684 37.203622),SRID=4326;POINT(-78.310972 37.216952),2026-08-21 00:00:00.000
SID-00-000-000-058,SRID=4326;POINT(-75.711586 38.800491),SRID=4326;POINT(-75.755474 38.817977),2026-02-07 19:25:35.000
SID-00-000-000-060,,SRID=4326;POINT(-77.187319 39.097539),2026-04-29 01:10:53.000
SID-00-000-000-061,SRID=4326;POINT(-76.351321 37.881241),SRID=4326;POINT(-76.486663 37.959492),2026-03-31 15:45:10.000
SID-00-000-000-078,SRID=4326;POINT(-79.654302 38.122082),SRID=4326;POINT(-79.648745 37.978763),2026-02-18 21:50:50.000
SID-00-000-000-079,,SRID=4326;POINT(-79.657444 36.637873),2026-08-05 01:50:07.000
SID-00-000-000-080,SRID=4326;POINT(-82.622247 36.55),SRID=4326;POINT(-82.561159 36.654404),2026-08-13 08:37:59.000
SID-00-000-000-081,SRID=4326;POINT(-80.981008 37.232846),SRID=4326;POINT(-81.000021 37.303863),2026-08-21 00:00:00.000
SID-00-000-000-082,SRID=4326;POINT(-79.059276 36.765713),SRID=4326;POINT(-79.120505 36.640235),2026-07-03 14:22:05.000
SID-00-000-000-083,SRID=4326;POINT(-76.19716 38.416888),SRID=4326;POINT(-76.079433 38.336636),2026-07-30 21:57:35.000
SID-00-000-000-084,SRID=4326;POINT(-80.707066 37.936125),SRID=4326;POINT(-80.850631 37.93823),2026-04-13 01:10:05.000
SID-00-000-000-085,SRID=4326;POINT(-82.686909 38.787587),SRID=4326;POINT(-82.651597 38.892925),2026-08-01 23:56:00.000
SID-00-000-000-086,SRID=4326;POINT(-83.185757 39.213392),SRID=4326;POINT(-83.258654 39.330541),2026-06-03 15:40:30.000
SID-00-000-000-087,,SRID=4326;POINT(-76.846485 37.121044),2026-06-17 22:49:39.000
SID-00-000-000-088,,SRID=4326;POINT(-82.713189 39.438603),2026-08-01 00:43:09.000
SID-00-000-000-090,SRID=4326;POINT(-78.366977 37.395163),SRID=4326;POINT(-78.22197 37.445954),2026-04-08 17:26:27.000
SID-00-000-000-091,SRID=4326;POINT(-79.800643 36.570074),SRID=4326;POINT(-79.747655 36.559024),2026-08-21 00:00:00.000
SID-00-000-000-092,SRID=4326;POINT(-82.693575 39.013679),SRID=4326;POINT(-82.822306 39.074607),2026-08-21 00:00:00.000
SID-00-000-000-093,SRID=4326;POINT(-82.260233 39.013089),SRID=4326;POINT(-82.314272 38.959914),2026-03-28 18:01:39.000
SID-00-000-000-094,SRID=4326;POINT(-76.417327 38.605771),SRID=4326;POINT(-76.299708 38.51747),2026-08-21 00:00:00.000
SID-00-000-000-095,SRID=4326;POINT(-79.461976 38.96151),SRID=4326;POINT(-79.514422 38.872152),2026-08-21 00:00:00.000
SID-00-000-000-096,SRID=4326;POINT(-77.550016 38.263511),SRID=4326;POINT(-77.466617 38.182017),2026-08-16 22:58:19.000
SID-00-000-000-300,SRID=4326;POINT(-79.788345 38.370781),SRID=4326;POINT(-79.668033 38.457476),2026-03-17 04:34:03.000
SID-00-000-000-097,SRID=4326;POINT(-80.061507 37.887839),SRID=4326;POINT(-79.927242 37.90675),2026-07-23 00:50:05.000
SID-00-000-000-098,SRID=4326;POINT(-83.074205 36.630228),SRID=4326;POINT(-83.173044 36.566617),2026-04-13 12:30:50.000
SID-00-000-000-099,SRID=4326;POINT(-79.233881 37.956515),SRID=4326;POINT(-79.246294 38.099408),2026-07-28 23:11:35.000
SID-00-000-000-100,SRID=4326;POINT(-80.771839 38.69693),SRID=4326;POINT(-80.916783 38.581416),2026-05-08 06:45:59.000
SID-00-000-000-101,,SRID=4326;POINT(-80.952806 38.314531),2026-03-12 00:34:09.000
SID-00-000-000-307,,SRID=4326;POINT(-79.871731 37.833381),2026-07-06 13:01:37.000
SID-00-000-000-308,SRID=4326;POINT(-77.747531 37.873862),SRID=4326;POINT(-77.599872 38.021676),2026-06-14 22:46:12.000
SID-00-000-000-309,SRID=4326;POINT(-80.205279 38.366971),SRID=4326;POINT(-80.269093 38.456185),2026-08-21 00:00:00.000
SID-00-000-000-310,SRID=4326;POINT(-79.696518 37.558628),SRID=4326;POINT(-79.624928 37.498683),2026-08-21 00:00:00.000
SID-00-000-000-311,,SRID=4326;POINT(-82.163613 37.911267),2026-06-28 19:44:38.000
SID-00-000-000-312,SRID=4326;POINT(-79.350851 36.793292),SRID=4326;POINT(-79.279128 36.846332),2026-07-19 03:34:44.000
SID-00-000-000-333,SRID=4326;POINT(-76.188283 38.000061),SRID=4326;POINT(-76.101957 37.863823),2026-03-24 04:47:29.000
SID-00-000-000-340,,SRID=4326;POINT(-77.631594 37.587055),2026-08-21 00:00:00.000
SID-00-000-000-348,,SRID=4326;POINT(-79.37342 37.209336),2026-08-21 00:00:00.000
SID-00-000-000-357,SRID=4326;POINT(-79.426708 38.407687),SRID=4326;POINT(-79.521466 38.344011),2026-07-28 07:39:29.000
SID-00-000-000-364,SRID=4326;POINT(-79.11092 37.869139),SRID=4326;POINT(-79.260743 37.753389),2026-03-23 06:42:48.000
SID-00-000-000-371,SRID=4326;POINT(-82.152245 36.826868),SRID=4326;POINT(-82.198307 36.734195),2026-07-12 15:40:17.000
SID-00-000-000-383,SRID=4326;POINT(-80.707592 37.216045),SRID=4326;POINT(-80.814527 37.091839),2026-07-15 19:59:05.000
SID-00-000-000-391,SRID=4326;POINT(-79.732171 37.272122),SRID=4326;POINT(-79.769681 37.227366),2026-08-16 12:17:45.000
SID-00-000-000-103,SRID=4326;POINT(-78.923842 37.290327),SRID=4326;POINT(-78.866771 37.176159),2026-08-21 00:00:00.000
SID-00-000-000-104,SRID=4326;POINT(-77.816947 38.458289),SRID=4326;POINT(-77.706907 38.384013),2026-06-27 11:01:52.000
SID-00-000-000-105,SRID=4326;POINT(-75.528943 36.55),SRID=4326;POINT(-75.554863 36.564003),2026-08-21 00:00:00.000
SID-00-000-000-106,SRID=4326;POINT(-82.767919 39.114201),SRID=4326;POINT(-82.871474 39.217175),2026-05-24 20:48:50.000
SID-00-000-000-107,SRID=4326;POINT(-76.883498 39.232309),SRID=4326;POINT(-76.79881 39.239892),2026-08-18 06:59:57.000
