country_id,country_name,phone_code,country_code,last_update_date,is_eu_member
44,MOCK_COUNTRY_044,144,M044,2026-08-31 14:30:00,False
45,MOCK_COUNTRY_045,145,M045,2026-08-31 14:30:00,True
46,MOCK_COUNTRY_046,146,M046,2026-08-31 14:30:00,False
47,MOCK_COUNTRY_047,147,M047,2026-08-31 14:30:00,False
48,MOCK_COUNTRY_048,148,M048,2026-08-31 14:30:00,False
49,MOCK_COUNTRY_049,149,M049,2026-08-31 14:30:00,False
50,MOCK_COUNTRY_050,150,M050,2026-08-31 14:30:00,False
51,MOCK_COUNTRY_051,151,M051,2026-08-31 14:30:00,False
52,MOCK_COUNTRY_052,152,M052,2026-08-31 14:30:00,False
53,MOCK_COUNTRY_053,153,M053,2026-08-31 14:30:00,False
54,MOCK_COUNTRY_054,154,M054,2026-08-31 14:30:00,True
55,MOCK_COUNTRY_055,155,M055,2026-08-31 14:30:00,False
56,MOCK_COUNTRY_056,156,M056,2026-08-31 14:30:00,False
57,MOCK_COUNTRY_057,157,M057,2026-08-31 14:30:00,False
58,MOCK_COUNTRY_058,158,M058,2026-08-31 14:30:00,False
59,MOCK_COUNTRY_059,159,M059,2026-08-31 14:30:00,False
60,MOCK_COUNTRY_060,160,M060,2026-08-31 14:30:00,False
61,MOCK_COUNTRY_061,161,M061,2026-08-31 14:30:00,False
62,MOCK_COUNTRY_062,162,M062,2026-08-31 14:30:00,False
63,MOCK_COUNTRY_063,163,M063,2026-08-31 14:30:00,True
64,MOCK_COUNTRY_064,164,M064,2026-08-31 14:30:00,False
65,MOCK_COUNTRY_065,165,M065,2026-08-31 14:30:00,False
66,MOCK_COUNTRY_066,166,M066,2026-08-31 14:30:00,False
67,MOCK_COUNTRY_067,167,M067,2026-08-31 14:30:00,False
68,MOCK_COUNTRY_068,168,M068,2026-08-31 14:30:00,False
69,MOCK_COUNTRY_069,169,M069,2026-08-31 14:30:00,False
70,MOCK_COUNTRY_070,170,M070,2026-08-31 14:30:00,False
71,MOCK_COUNTRY_071,171,M071,2026-08-31 14:30:00,False
72,MOCK_COUNTRY_072,172,M072,2026-08-31 14:30:00,True
73,MOCK_COUNTRY_073,173,M073,2026-08-31 14:30:00,False
74,MOCK_COUNTRY_074,174,M074,2026-08-31 14:30:00,False
75,MOCK_COUNTRY_075,175,M075,2026-08-31 14:30:00,False
76,MOCK_COUNTRY_076,176,M076,2026-08-31 14:30:00,False
77,MOCK_COUNTRY_077,177,M077,2026-08-31 14:30:00,False
78,MOCK_COUNTRY_078,178,M078,2026-08-31 14:30:00,False
79,MOCK_COUNTRY_079,179,M079,2026-08-31 14:30:00,False
80,MOCK_COUNTRY_080,180,M080,2026-08-31 14:30:00,False
81,MOCK_COUNTRY_081,181,M081,2026-08-31 14:30:00,True
82,MOCK_COUNTRY_082,182,M082,2026-08-31 14:30:00,False
83,MOCK_COUNTRY_083,183,M083,2026-08-31 14:30:00,False
84,MOCK_COUNTRY_084,184,M084,2026-08-31 14:30:00,False
85,MOCK_COUNTRY_085,185,M085,2026-08-31 14:30:00,False
86,MOCK_COUNTRY_086,186,M086,2026-08-31 14:30:00,False
87,MOCK_COUNTRY_087,187,M087,2026-08-31 14:30:00,False
88,MOCK_COUNTRY_088,188,M088,2026-08-31 14:30:00,False
89,MOCK_COUNTRY_089,189,M089,2026-08-31 14:30:00,False
90,MOCK_COUNTRY_090,190,M090,2026-08-31 14:30:00,True
91,MOCK_COUNTRY_091,191,M091,2026-08-31 14:30:00,False
92,MOCK_COUNTRY_092,192,M092,2026-08-31 14:30:00,False
93,MOCK_COUNTRY_093,193,M093,2026-08-31 14:30:00,False
94,MOCK_COUNTRY_094,194,M094,2026-08-31 14:30:00,False
95,MOCK_COUNTRY_095,195,M095,2026-08-31 14:30:00,False
96,MOCK_COUNTRY_096,196,M096,2026-08-31 14:30:00,False
97,MOCK_COUNTRY_097,197,M097,2026-08-31 14:30:00,False
98,MOCK_COUNTRY_098,198,M098,2026-08-31 14:30:00,False
99,MOCK_COUNTRY_099,199,M099,2026-08-31 14:30:00,True
100,MOCK_COUNTRY_100,200,M100,2026-08-31 14:30:00,False
101,MOCK_COUNTRY_101,201,M101,2026-08-31 14:30:00,False
102,MOCK_COUNTRY_102,202,M102,2026-08-31 14:30:00,False
103,MOCK_COUNTRY_103,203,M103,2026-08-31 14:30:00,False
104,MOCK_COUNTRY_104,204,M104,2026-08-31 14:30:00,False
105,MOCK_COUNTRY_105,205,M105,2026-08-31 14:30:00,False
106,MOCK_COUNTRY_106,206,M106,2026-08-31 14:30:00,False
107,MOCK_COUNTRY_107,207,M107,2026-08-31 14:30:00,False
108,MOCK_COUNTRY_108,208,M108,2026-08-31 14:30:00,True
109,MOCK_COUNTRY_109,209,M109,2026-08-31 14:30:00,False
110,MOCK_COUNTRY_110,210,M110,2026-08-31 14:30:00,False
111,MOCK_COUNTRY_111,211,M111,2026-08-31 14:30:00,False
112,MOCK_COUNTRY_112,212,M112,2026-08-31 14:30:00,False
113,MOCK_COUNTRY_113,213,M113,2026-08-31 14:30:00,False
114,MOCK_COUNTRY_114,214,M114,2026-08-31 14:30:00,False
115,MOCK_COUNTRY_115,215,M115,2026-08-31 14:30:00,False
116,MOCK_COUNTRY_116,216,M116,2026-08-31 14:30:00,False
117,MOCK_COUNTRY_117,217,M117,2026-08-31 14:30:00,True
118,MOCK_COUNTRY_118,218,M118,2026-08-31 14:30:00,False
119,MOCK_COUNTRY_119,219,M119,2026-08-31 14:30:00,False
120,MOCK_COUNTRY_120,220,M120,2026-08-31 14:30:00,False
121,MOCK_COUNTRY_121,221,M121,2026-08-31 14:30:00,False
122,MOCK_COUNTRY_122,222,M122,2026-08-31 14:30:00,False
123,MOCK_COUNTRY_123,223,M123,2026-08-31 14:30:00,False
124,MOCK_COUNTRY_124,224,M124,2026-08-31 14:30:00,False
125,MOCK_COUNTRY_125,225,M125,2026-08-31 14:30:00,False
126,MOCK_COUNTRY_126,226,M126,2026-08-31 14:30:00,True
127,MOCK_COUNTRY_127,227,M127,2026-08-31 14:30:00,False
128,MOCK_COUNTRY_128,228,M128,2026-08-31 14:30:00,False
129,MOCK_COUNTRY_129,229,M129,2026-08-31 14:30:00,False
130,MOCK_COUNTRY_130,230,M130,2026-08-31 14:30:00,False
131,MOCK_COUNTRY_131,231,M131,2026-08-31 14:30:00,False
132,MOCK_COUNTRY_132,232,M132,2026-08-31 14:30:00,False
133,MOCK_COUNTRY_133,233,M133,2026-08-31 14:30:00,False
134,MOCK_COUNTRY_134,234,M134,2026-08-31 14:30:00,False
135,MOCK_COUNTRY_135,235,M135,2026-08-31 14:30:00,True
136,MOCK_COUNTRY_136,236,M136,2026-08-31 14:30:00,False
137,MOCK_COUNTRY_137,237,M137,2026-08-31 14:30:00,False
138,MOCK_COUNTRY_138,238,M138,2026-08-31 14:30:00,False
139,MOCK_COUNTRY_139,239,M139,2026-08-31 14:30:00,False
140,MOCK_COUNTRY_140,240,M140,2026-08-31 14:30:00,False
141,MOCK_COUNTRY_141,241,M141,2026-08-31 14:30:00,False
142,MOCK_COUNTRY_142,242,M142,2026-08-31 14:30:00,False
143,MOCK_COUNTRY_143,243,M143,2026-08-31 14:30:00,False
144,MOCK_COUNTRY_144,244,M144,2026-08-31 14:30:00,True
145,MOCK_COUNTRY_145,245,M145,2026-08-31 14:30:00,False
146,MOCK_COUNTRY_146,246,M146,2026-08-31 14:30:00,False
147,MOCK_COUNTRY_147,247,M147,2026-08-31 14:30:00,False
148,MOCK_COUNTRY_148,248,M148,2026-08-31 14:30:00,False
149,MOCK_COUNTRY_149,249,M149,2026-08-31 14:30:00,False
150,MOCK_COUNTRY_150,250,M150,2026-08-31 14:30:00,False
151,MOCK_COUNTRY_151,251,M151,2026-08-31 14:30:00,False
152,MOCK_COUNTRY_152,252,M152,2026-08-31 14:30:00,False
153,MOCK_COUNTRY_153,253,M153,2026-08-31 14:30:00,True
154,MOCK_COUNTRY_154,254,M154,2026-08-31 14:30:00,False
155,MOCK_COUNTRY_155,255,M155,2026-08-31 14:30:00,False
156,MOCK_COUNTRY_156,256,M156,2026-08-31 14:30:00,False
157,MOCK_COUNTRY_157,257,M157,2026-08-31 14:30:00,False
158,MOCK_COUNTRY_158,258,M158,2026-08-31 14:30:00,False
159,MOCK_COUNTRY_159,259,M159,2026-08-31 14:30:00,False
160,MOCK_COUNTRY_160,260,M160,2026-08-31 14:30:00,False
161,MOCK_COUNTRY_161,261,M161,2026-08-31 14:30:00,False
162,MOCK_COUNTRY_162,262,M162,2026-08-31 14:30:00,True
163,MOCK_COUNTRY_163,263,M163,2026-08-31 14:30:00,False
164,MOCK_COUNTRY_164,264,M164,2026-08-31 14:30:00,False
165,MOCK_COUNTRY_165,265,M165,2026-08-31 14:30:00,False
166,MOCK_COUNTRY_166,266,M166,2026-08-31 14:30:00,False
167,MOCK_COUNTRY_167,267,M167,2026-08-31 14:30:00,False
168,MOCK_COUNTRY_168,268,M168,2026-08-31 14:30:00,False
169,MOCK_COUNTRY_169,269,M169,2026-08-31 14:30:00,False
170,MOCK_COUNTRY_170,270,M170,2026-08-31 14:30:00,False
171,MOCK_COUNTRY_171,271,M171,2026-08-31 14:30:00,True
172,MOCK_COUNTRY_172,272,M172,2026-08-31 14:30:00,False
173,MOCK_COUNTRY_173,273,M173,2026-08-31 14:30:00,False
174,MOCK_COUNTRY_174,274,M174,2026-08-31 14:30:00,False
175,MOCK_COUNTRY_175,275,M175,2026-08-31 14:30:00,False
176,MOCK_COUNTRY_176,276,M176,2026-08-31 14:30:00,False
177,MOCK_COUNTRY_177,277,M177,2026-08-31 14:30:00,False
178,MOCK_COUNTRY_178,278,M178,2026-08-31 14:30:00,False
179,MOCK_COUNTRY_179,279,M179,2026-08-31 14:30:00,False
180,MOCK_COUNTRY_180,280,M180,2026-08-31 14:30:00,True
181,MOCK_COUNTRY_181,281,M181,2026-08-31 14:30:00,False
182,MOCK_COUNTRY_182,282,M182,2026-08-31 14:30:00,False
183,MOCK_COUNTRY_183,283,M183,2026-08-31 14:30:00,False
184,MOCK_COUNTRY_184,284,M184,2026-08-31 14:30:00,False
185,MOCK_COUNTRY_185,285,M185,2026-08-31 14:30:00,False
186,MOCK_COUNTRY_186,286,M186,2026-08-31 14:30:00,False
187,MOCK_COUNTRY_187,287,M187,2026-08-31 14:30:00,False
188,MOCK_COUNTRY_188,288,M188,2026-08-31 14:30:00,False
189,MOCK_COUNTRY_189,289,M189,2026-08-31 14:30:00,True
190,MOCK_COUNTRY_190,290,M190,2026-08-31 14:30:00,False
191,MOCK_COUNTRY_191,291,M191,2026-08-31 14:30:00,False
192,MOCK_COUNTRY_192,292,M192,2026-08-31 14:30:00,False
193,MOCK_COUNTRY_193,293,M193,2026-08-31 14:30:00,False
194,MOCK_COUNTRY_194,294,M194,2026-08-31 14:30:00,False
195,MOCK_COUNTRY_195,295,M195,2026-08-31 14:30:00,False
196,MOCK_COUNTRY_196,296,M196,2026-08-31 14:30:00,False
197,MOCK_COUNTRY_197,297,M197,2026-08-31 14:30:00,False
198,MOCK_COUNTRY_198,298,M198,2026-08-31 14:30:00,True
199,MOCK_COUNTRY_199,299,M199,2026-08-31 14:30:00,False
200,MOCK_COUNTRY_200,300,M200,2026-08-31 14:30:00,False
201,MOCK_COUNTRY_201,301,M201,2026-08-31 14:30:00,False
202,MOCK_COUNTRY_202,302,M202,2026-08-31 14:30:00,False
203,MOCK_COUNTRY_203,303,M203,2026-08-31 14:30:00,False
204,MOCK_COUNTRY_204,304,M204,2026-08-31 14:30:00,False
205,MOCK_COUNTRY_205,305,M205,2026-08-31 14:30:00,False
206,MOCK_COUNTRY_206,306,M206,2026-08-31 14:30:00,False
207,MOCK_COUNTRY_207,307,M207,2026-08-31 14:30:00,True
208,MOCK_COUNTRY_208,308,M208,2026-08-31 14:30:00,False
209,MOCK_COUNTRY_209,309,M209,2026-08-31 14:30:00,False
210,MOCK_COUNTRY_210,310,M210,2026-08-31 14:30:00,False
211,MOCK_COUNTRY_211,311,M211,2026-08-31 14:30:00,False
212,MOCK_COUNTRY_212,312,M212,2026-08-31 14:30:00,False
213,MOCK_COUNTRY_213,313,M213,2026-08-31 14:30:00,False
214,MOCK_COUNTRY_214,314,M214,2026-08-31 14:30:00,False
215,MOCK_COUNTRY_215,315,M215,2026-08-31 14:30:00,False
216,MOCK_COUNTRY_216,316,M216,2026-08-31 14:30:00,True
217,MOCK_COUNTRY_217,317,M217,2026-08-31 14:30:00,False
218,MOCK_COUNTRY_218,318,M218,2026-08-31 14:30:00,False
219,MOCK_COUNTRY_219,319,M219,2026-08-31 14:30:00,False
220,MOCK_COUNTRY_220,320,M220,2026-08-31 14:30:00,False
221,MOCK_COUNTRY_221,321,M221,2026-08-31 14:30:00,False
222,MOCK_COUNTRY_222,322,M222,2026-08-31 14:30:00,False
223,MOCK_COUNTRY_223,323,M223,2026-08-31 14:30:00,False
224,MOCK_COUNTRY_224,324,M224,2026-08-31 14:30:00,False
225,MOCK_COUNTRY_225,325,M225,2026-08-31 14:30:00,True
226,MOCK_COUNTRY_226,326,M226,2026-08-31 14:30:00,False
227,MOCK_COUNTRY_227,327,M227,2026-08-31 14:30:00,False
228,MOCK_COUNTRY_228,328,M228,2026-08-31 14:30:00,False
229,MOCK_COUNTRY_229,329,M229,2026-08-31 14:30:00,False
230,MOCK_COUNTRY_230,330,M230,2026-08-31 14:30:00,False
231,MOCK_COUNTRY_231,331,M231,2026-08-31 14:30:00,False
232,MOCK_COUNTRY_232,332,M232,2026-08-31 14:30:00,False
233,MOCK_COUNTRY_233,333,M233,2026-08-31 14:30:00,False
234,MOCK_COUNTRY_234,334,M234,2026-08-31 14:30:00,True
235,MOCK_COUNTRY_235,335,M235,2026-08-31 14:30:00,False
236,MOCK_COUNTRY_236,336,M236,2026-08-31 14:30:00,False
237,MOCK_COUNTRY_237,337,M237,2026-08-31 14:30:00,False
238,MOCK_COUNTRY_238,338,M238,2026-08-31 14:30:00,False
239,MOCK_COUNTRY_239,339,M239,2026-08-31 14:30:00,False
240,MOCK_COUNTRY_240,340,M240,2026-08-31 14:30:00,False
241,MOCK_COUNTRY_241,341,M241,2026-08-31 14:30:00,False
242,MOCK_COUNTRY_242,342,M242,2026-08-31 14:30:00,False
243,MOCK_COUNTRY_243,343,M243,2026-08-31 14:30:00,True
244,MOCK_COUNTRY_244,344,M244,2026-08-31 14:30:00,False
245,MOCK_COUNTRY_245,345,M245,2026-08-31 14:30:00,False
246,MOCK_COUNTRY_246,346,M246,2026-08-31 14:30:00,False
247,MOCK_COUNTRY_247,347,M247,2026-08-31 14:30:00,False
248,MOCK_COUNTRY_248,348,M248,2026-08-31 14:30:00,False
249,MOCK_COUNTRY_249,349,M249,2026-08-31 14:30:00,False
250,MOCK_COUNTRY_250,350,M250,2026-08-31 14:30:00,False
251,MOCK_COUNTRY_251,351,M251,2026-08-31 14:30:00,False
252,MOCK_COUNTRY_252,352,M252,2026-08-31 14:30:00,True
253,MOCK_COUNTRY_253,353,M253,2026-08-31 14:30:00,False
254,MOCK_COUNTRY_254,354,M254,2026-08-31 14:30:00,False
255,MOCK_COUNTRY_255,355,M255,2026-08-31 14:30:00,False
256,MOCK_COUNTRY_256,356,M256,2026-08-31 14:30:00,False
257,MOCK_COUNTRY_257,357,M257,2026-08-31 14:30:00,False
258,MOCK_COUNTRY_258,358,M258,2026-08-31 14:30:00,False
259,MOCK_COUNTRY_259,359,M259,2026-08-31 14:30:00,False
260,MOCK_COUNTRY_260,360,M260,2026-08-31 14:30:00,False
261,MOCK_COUNTRY_261,361,M261,2026-08-31 14:30:00,True
262,MOCK_COUNTRY_262,362,M262,2026-08-31 14:30:00,False
263,MOCK_COUNTRY_263,363,M263,2026-08-31 14:30:00,False
264,MOCK_COUNTRY_264,364,M264,2026-08-31 14:30:00,False
265,MOCK_COUNTRY_265,365,M265,2026-08-31 14:30:00,False
266,MOCK_COUNTRY_266,366,M266,2026-08-31 14:30:00,False
267,MOCK_COUNTRY_267,367,M267,2026-08-31 14:30:00,False
268,MOCK_COUNTRY_268,368,M268,2026-08-31 14:30:00,False
269,MOCK_COUNTRY_269,369,M269,2026-08-31 14:30:00,False
270,MOCK_COUNTRY_270,370,M270,2026-08-31 14:30:00,True
271,MOCK_COUNTRY_271,371,M271,2026-08-31 14:30:00,False
272,MOCK_COUNTRY_272,372,M272,2026-08-31 14:30:00,False
273,MOCK_COUNTRY_273,373,M273,2026-08-31 14:30:00,False
274,MOCK_COUNTRY_274,374,M274,2026-08-31 14:30:00,False
275,MOCK_COUNTRY_275,375,M275,2026-08-31 14:30:00,False
276,MOCK_COUNTRY_276,376,M276,2026-08-31 14:30:00,False
277,MOCK_COUNTRY_277,377,M277,2026-08-31 14:30:00,False
278,MOCK_COUNTRY_278,378,M278,2026-08-31 14:30:00,False
279,MOCK_COUNTRY_279,379,M279,2026-08-31 14:30:00,True
280,MOCK_COUNTRY_280,380,M280,2026-08-31 14:30:00,False
281,MOCK_COUNTRY_281,381,M281,2026-08-31 14:30:00,False
282,MOCK_COUNTRY_282,382,M282,2026-08-31 14:30:00,False
283,MOCK_COUNTRY_283,383,M283,2026-08-31 14:30:00,False
284,MOCK_COUNTRY_284,384,M284,2026-08-31 14:30:00,False
285,MOCK_COUNTRY_285,385,M285,2026-08-31 14:30:00,False
286,MOCK_COUNTRY_286,386,M286,2026-08-31 14:30:00,False
287,MOCK_COUNTRY_287,387,M287,2026-08-31 14:30:00,False
288,MOCK_COUNTRY_288,388,M288,2026-08-31 14:30:00,True
289,MOCK_COUNTRY_289,389,M289,2026-08-31 14:30:00,False
290,MOCK_COUNTRY_290,390,M290,2026-08-31 14:30:00,False
291,MOCK_COUNTRY_291,391,M291,2026-08-31 14:30:00,False
292,MOCK_COUNTRY_292,392,M292,2026-08-31 14:30:00,False
293,MOCK_COUNTRY_293,393,M293,2026-08-31 14:30:00,False
294,MOCK_COUNTRY_294,394,M294,2026-08-31 14:30:00,False
295,MOCK_COUNTRY_295,395,M295,2026-08-31 14:30:00,False
296,MOCK_COUNTRY_296,396,M296,2026-08-31 14:30:00,False
297,MOCK_COUNTRY_297,397,M297,2026-08-31 14:30:00,True
298,MOCK_COUNTRY_298,398,M298,2026-08-31 14:30:00,False
299,MOCK_COUNTRY_299,399,M299,2026-08-31 14:30:00,False
300,MOCK_COUNTRY_300,400,M300,2026-08-31 14:30:00,False
301,MOCK_COUNTRY_301,401,M301,2026-08-31 14:30:00,False
302,MOCK_COUNTRY_302,402,M302,2026-08-31 14:30:00,False
303,MOCK_COUNTRY_303,403,M303,2026-08-31 14:30:00,False
304,MOCK_COUNTRY_304,404,M304,2026-08-31 14:30:00,False
305,MOCK_COUNTRY_305,405,M305,2026-08-31 14:30:00,False
306,MOCK_COUNTRY_306,406,M306,2026-08-31 14:30:00,True
307,MOCK_COUNTRY_307,407,M307,2026-08-31 14:30:00,False
308,MOCK_COUNTRY_308,408,M308,2026-08-31 14:30:00,False
309,MOCK_COUNTRY_309,409,M309,2026-08-31 14:30:00,False
310,MOCK_COUNTRY_310,410,M310,2026-08-31 14:30:00,False
311,MOCK_COUNTRY_311,411,M311,2026-08-31 14:30:00,False
312,MOCK_COUNTRY_312,412,M312,2026-08-31 14:30:00,False
313,MOCK_COUNTRY_313,413,M313,2026-08-31 14:30:00,False
314,MOCK_COUNTRY_314,414,M314,2026-08-31 14:30:00,False
315,MOCK_COUNTRY_315,415,M315,2026-08-31 14:30:00,True
316,MOCK_COUNTRY_316,416,M316,2026-08-31 14:30:00,False
317,MOCK_COUNTRY_317,417,M317,2026-08-31 14:30:00,False
318,MOCK_COUNTRY_318,418,M318,2026-08-31 14:30:00,False
319,MOCK_COUNTRY_319,419,M319,2026-08-31 14:30:00,False
320,MOCK_COUNTRY_320,420,M320,2026-08-31 14:30:00,False
321,MOCK_COUNTRY_321,421,M321,2026-08-31 14:30:00,False
322,MOCK_COUNTRY_322,422,M322,2026-08-31 14:30:00,False
323,MOCK_COUNTRY_323,423,M323,2026-08-31 14:30:00,False
324,MOCK_COUNTRY_324,424,M324,2026-08-31 14:30:00,True
325,MOCK_COUNTRY_325,425,M325,2026-08-31 14:30:00,False
326,MOCK_COUNTRY_326,426,M326,2026-08-31 14:30:00,False
327,MOCK_COUNTRY_327,427,M327,2026-08-31 14:30:00,False
328,MOCK_COUNTRY_328,428,M328,2026-08-31 14:30:00,False
329,MOCK_COUNTRY_329,429,M329,2026-08-31 14:30:00,False
330,MOCK_COUNTRY_330,430,M330,2026-08-31 14:30:00,False
331,MOCK_COUNTRY_331,431,M331,2026-08-31 14:30:00,False
332,MOCK_COUNTRY_332,432,M332,2026-08-31 14:30:00,False
333,MOCK_COUNTRY_333,433,M333,2026-08-31 14:30:00,True
334,MOCK_COUNTRY_334,434,M334,2026-08-31 14:30:00,False
335,MOCK_COUNTRY_335,435,M335,2026-08-31 14:30:00,False
336,MOCK_COUNTRY_336,436,M336,2026-08-31 14:30:00,False
337,MOCK_COUNTRY_337,437,M337,2026-08-31 14:30:00,False
338,MOCK_COUNTRY_338,438,M338,2026-08-31 14:30:00,False
339,MOCK_COUNTRY_339,439,M339,2026-08-31 14:30:00,False
340,MOCK_COUNTRY_340,440,M340,2026-08-31 14:30:00,False
341,MOCK_COUNTRY_341,441,M341,2026-08-31 14:30:00,False
342,MOCK_COUNTRY_342,442,M342,2026-08-31 14:30:00,True
343,MOCK_COUNTRY_343,443,M343,2026-08-31 14:30:00,False
344,MOCK_COUNTRY_344,444,M344,2026-08-31 14:30:00,False
345,MOCK_COUNTRY_345,445,M345,2026-08-31 14:30:00,False
346,MOCK_COUNTRY_346,446,M346,2026-08-31 14:30:00,False
347,MOCK_COUNTRY_347,447,M347,2026-08-31 14:30:00,False
348,MOCK_COUNTRY_348,448,M348,2026-08-31 14:30:00,False
349,MOCK_COUNTRY_349,449,M349,2026-08-31 14:30:00,False
350,MOCK_COUNTRY_350,450,M350,2026-08-31 14:30:00,False
351,MOCK_COUNTRY_351,451,M351,2026-08-31 14:30:00,True
352,MOCK_COUNTRY_352,452,M352,2026-08-31 14:30:00,False
353,MOCK_COUNTRY_353,453,M353,2026-08-31 14:30:00,False
354,MOCK_COUNTRY_354,454,M354,2026-08-31 14:30:00,False
355,MOCK_COUNTRY_355,455,M355,2026-08-31 14:30:00,False
356,MOCK_COUNTRY_356,456,M356,2026-08-31 14:30:00,False
357,MOCK_COUNTRY_357,457,M357,2026-08-31 14:30:00,False
358,MOCK_COUNTRY_358,458,M358,2026-08-31 14:30:00,False
359,MOCK_COUNTRY_359,459,M359,2026-08-31 14:30:00,False
360,MOCK_COUNTRY_360,460,M360,2026-08-31 14:30:00,True
361,MOCK_COUNTRY_361,461,M361,2026-08-31 14:30:00,False
362,MOCK_COUNTRY_362,462,M362,2026-08-31 14:30:00,False
363,MOCK_COUNTRY_363,463,M363,2026-08-31 14:30:00,False
364,MOCK_COUNTRY_364,464,M364,2026-08-31 14:30:00,False
365,MOCK_COUNTRY_365,465,M365,2026-08-31 14:30:00,False
366,MOCK_COUNTRY_366,466,M366,2026-08-31 14:30:00,False
367,MOCK_COUNTRY_367,467,M367,2026-08-31 14:30:00,False
368,MOCK_COUNTRY_368,468,M368,2026-08-31 14:30:00,False
369,MOCK_COUNTRY_369,469,M369,2026-08-31 14:30:00,True
370,MOCK_COUNTRY_370,470,M370,2026-08-31 14:30:00,False
371,MOCK_COUNTRY_371,471,M371,2026-08-31 14:30:00,False
372,MOCK_COUNTRY_372,472,M372,2026-08-31 14:30:00,False
373,MOCK_COUNTRY_373,473,M373,2026-08-31 14:30:00,False
374,MOCK_COUNTRY_374,474,M374,2026-08-31 14:30:00,False
375,MOCK_COUNTRY_375,475,M375,2026-08-31 14:30:00,False
376,MOCK_COUNTRY_376,476,M376,2026-08-31 14:30:00,False
377,MOCK_COUNTRY_377,477,M377,2026-08-31 14:30:00,False
378,MOCK_COUNTRY_378,478,M378,2026-08-31 14:30:00,True
379,MOCK_COUNTRY_379,479,M379,2026-08-31 14:30:00,False
380,MOCK_COUNTRY_380,480,M380,2026-08-31 14:30:00,False
381,MOCK_COUNTRY_381,481,M381,2026-08-31 14:30:00,False
382,MOCK_COUNTRY_382,482,M382,2026-08-31 14:30:00,False
383,MOCK_COUNTRY_383,483,M383,2026-08-31 14:30:00,False
384,MOCK_COUNTRY_384,484,M384,2026-08-31 14:30:00,False
385,MOCK_COUNTRY_385,485,M385,2026-08-31 14:30:00,False
386,MOCK_COUNTRY_386,486,M386,2026-08-31 14:30:00,False
387,MOCK_COUNTRY_387,487,M387,2026-08-31 14:30:00,True
388,MOCK_COUNTRY_388,488,M388,2026-08-31 14:30:00,False
