city_id,state_id,city_name,lattitude,longitude,last_update_date
35,ST-000035,Mock City 035,52.363216,-5.57292,2026-08-31 14:30:00
36,ST-000036,Mock City 036,42.643407,-79.744834,2026-08-31 14:30:00
37,ST-000037,Mock City 037,38.80677,-121.466301,2026-08-31 14:30:00
38,ST-000038,Mock City 038,39.214649,-76.933557,2026-08-31 14:30:00
39,ST-000039,Mock City 039,31.295756,-96.9151,2026-08-31 14:30:00
40,ST-000040,Mock City 040,12.158744,76.190901,2026-08-31 14:30:00
41,ST-000041,Mock City 041,52.796159,-6.957077,2026-08-31 14:30:00
42,ST-000042,Mock City 042,42.786149,-78.054471,2026-08-31 14:30:00
43,ST-000043,Mock City 043,38.467303,-122.442266,2026-08-31 14:30:00
44,ST-000044,Mock City 044,39.510116,-77.800504,2026-08-31 14:30:00
45,ST-000045,Mock City 045,31.510843,-97.866544,2026-08-31 14:30:00
46,ST-000046,Mock City 046,12.26624,76.834483,2026-08-31 14:30:00
47,ST-000047,Mock City 047,53.533904,-6.972075,2026-08-31 14:30:00
48,ST-000048,Mock City 048,43.906958,-78.189731,2026-08-31 14:30:00
49,ST-000049,Mock City 049,37.036402,-122.728338,2026-08-31 14:30:00
50,ST-000050,Mock City 050,40.536413,-77.458821,2026-08-31 14:30:00
51,ST-000051,Mock City 051,29.039928,-99.101751,2026-08-31 14:30:00
52,ST-000052,Mock City 052,11.800547,77.976938,2026-08-31 14:30:00
53,ST-000053,Mock City 053,54.226038,-6.49382,2026-08-31 14:30:00
54,ST-000054,Mock City 054,42.343783,-79.738342,2026-08-31 14:30:00
55,ST-000055,Mock City 055,38.826564,-121.798957,2026-08-31 14:30:00
56,ST-000056,Mock City 056,40.457035,-76.405061,2026-08-31 14:30:00
57,ST-000057,Mock City 057,28.801643,-97.080935,2026-08-31 14:30:00
58,ST-000058,Mock City 058,13.516731,77.705511,2026-08-31 14:30:00
59,ST-000059,Mock City 059,52.650276,-5.837415,2026-08-31 14:30:00
60,ST-000060,Mock City 060,42.487857,-79.578904,2026-08-31 14:30:00
61,ST-000061,Mock City 061,37.199371,-120.524852,2026-08-31 14:30:00
62,ST-000062,Mock City 062,40.171359,-78.197233,2026-08-31 14:30:00
63,ST-000063,Mock City 063,30.268958,-98.707144,2026-08-31 14:30:00
64,ST-000064,Mock City 064,14.209484,78.706156,2026-08-31 14:30:00
65,ST-000065,Mock City 065,52.745134,-5.843452,2026-08-31 14:30:00
66,ST-000066,Mock City 066,43.980111,-80.424682,2026-08-31 14:30:00
67,ST-000067,Mock City 067,38.125732,-121.768163,2026-08-31 14:30:00
68,ST-000068,Mock City 068,39.879679,-77.396339,2026-08-31 14:30:00
69,ST-000069,Mock City 069,28.768916,-98.270632,2026-08-31 14:30:00
70,ST-000070,Mock City 070,11.53003,78.881896,2026-08-31 14:30:00
71,ST-000071,Mock City 071,54.485966,-5.265303,2026-08-31 14:30:00
72,ST-000072,Mock City 072,43.075742,-80.709425,2026-08-31 14:30:00
73,ST-000073,Mock City 073,38.472229,-120.545452,2026-08-31 14:30:00
74,ST-000074,Mock City 074,37.80076,-77.529429,2026-08-31 14:30:00
75,ST-000075,Mock City 075,28.974838,-96.961294,2026-08-31 14:30:00
76,ST-000076,Mock City 076,13.769103,76.479774,2026-08-31 14:30:00
77,ST-000077,Mock City 077,53.275647,-6.110889,2026-08-31 14:30:00
78,ST-000078,Mock City 078,42.94837,-78.265901,2026-08-31 14:30:00
79,ST-000079,Mock City 079,37.107614,-122.750905,2026-08-31 14:30:00
80,ST-000080,Mock City 080,39.161688,-76.797607,2026-08-31 14:30:00
81,ST-000081,Mock City 081,29.370653,-98.307951,2026-08-31 14:30:00
82,ST-000082,Mock City 082,14.457048,78.044234,2026-08-31 14:30:00
83,ST-000083,Mock City 083,53.1641,-6.207572,2026-08-31 14:30:00
84,ST-000084,Mock City 084,42.516213,-80.209108,2026-08-31 14:30:00
85,ST-000085,Mock City 085,36.852457,-121.621374,2026-08-31 14:30:00
86,ST-000086,Mock City 086,38.234144,-78.326748,2026-08-31 14:30:00
87,ST-000087,Mock City 087,28.980179,-97.349791,2026-08-31 14:30:00
88,ST-000088,Mock City 088,12.158425,78.81086,2026-08-31 14:30:00
89,ST-000089,Mock City 089,54.428706,-7.547728,2026-08-31 14:30:00
90,ST-000090,Mock City 090,42.867214,-78.876267,2026-08-31 14:30:00
91,ST-000091,Mock City 091,36.48091,-122.989364,2026-08-31 14:30:00
92,ST-000092,Mock City 092,40.350343,-77.274271,2026-08-31 14:30:00
93,ST-000093,Mock City 093,30.185213,-96.889242,2026-08-31 14:30:00
94,ST-000094,Mock City 094,13.894091,76.66583,2026-08-31 14:30:00
95,ST-000095,Mock City 095,52.140592,-6.467146,2026-08-31 14:30:00
96,ST-000096,Mock City 096,43.423936,-79.482126,2026-08-31 14:30:00
97,ST-000097,Mock City 097,38.025428,-121.366206,2026-08-31 14:30:00
98,ST-000098,Mock City 098,40.496296,-78.692146,2026-08-31 14:30:00
99,ST-000099,Mock City 099,29.975064,-98.225192,2026-08-31 14:30:00
100,ST-000100,Mock City 100,14.056618,76.840569,2026-08-31 14:30:00
101,ST-000101,Mock City 101,52.420427,-6.414459,2026-08-31 14:30:00
102,ST-000102,Mock City 102,43.418845,-80.047565,2026-08-31 14:30:00
103,ST-000103,Mock City 103,36.587619,-120.616503,2026-08-31 14:30:00
104,ST-000104,Mock City 104,38.873192,-76.403353,2026-08-31 14:30:00
105,ST-000105,Mock City 105,30.418176,-99.091335,2026-08-31 14:30:00
106,ST-000106,Mock City 106,14.469447,78.602683,2026-08-31 14:30:00
107,ST-000107,Mock City 107,54.756789,-4.981199,2026-08-31 14:30:00
108,ST-000108,Mock City 108,44.699287,-80.384267,2026-08-31 14:30:00
109,ST-000109,Mock City 109,37.295123,-122.745058,2026-08-31 14:30:00
110,ST-000110,Mock City 110,38.746921,-78.811494,2026-08-31 14:30:00
111,ST-000111,Mock City 111,29.904119,-96.287173,2026-08-31 14:30:00
112,ST-000112,Mock City 112,12.267209,78.446812,2026-08-31 14:30:00
113,ST-000113,Mock City 113,53.214825,-6.491278,2026-08-31 14:30:00
114,ST-000114,Mock City 114,45.025153,-77.896932,2026-08-31 14:30:00
115,ST-000115,Mock City 115,37.505505,-121.231075,2026-08-31 14:30:00
116,ST-000116,Mock City 116,38.00819,-78.097277,2026-08-31 14:30:00
117,ST-000117,Mock City 117,31.673328,-97.505559,2026-08-31 14:30:00
118,ST-000118,Mock City 118,13.098186,78.338527,2026-08-31 14:30:00
119,ST-000119,Mock City 119,52.021296,-6.007767,2026-08-31 14:30:00
120,ST-000120,Mock City 120,43.661751,-78.32504,2026-08-31 14:30:00
121,ST-000121,Mock City 121,36.310498,-120.503963,2026-08-31 14:30:00
122,ST-000122,Mock City 122,37.784134,-78.429925,2026-08-31 14:30:00
123,ST-000123,Mock City 123,30.552305,-97.217462,2026-08-31 14:30:00
124,ST-000124,Mock City 124,12.177212,76.45426,2026-08-31 14:30:00
125,ST-000125,Mock City 125,54.520662,-7.021654,2026-08-31 14:30:00
126,ST-000126,Mock City 126,43.936757,-79.025055,2026-08-31 14:30:00
127,ST-000127,Mock City 127,37.095875,-121.635283,2026-08-31 14:30:00
128,ST-000128,Mock City 128,39.112148,-76.183281,2026-08-31 14:30:00
129,ST-000129,Mock City 129,29.379978,-97.094525,2026-08-31 14:30:00
130,ST-000130,Mock City 130,12.187658,77.281958,2026-08-31 14:30:00
131,ST-000131,Mock City 131,53.864871,-6.860309,2026-08-31 14:30:00
132,ST-000132,Mock City 132,43.101732,-78.627607,2026-08-31 14:30:00
133,ST-000133,Mock City 133,36.055829,-122.011443,2026-08-31 14:30:00
134,ST-000134,Mock City 134,40.539163,-75.999111,2026-08-31 14:30:00
135,ST-000135,Mock City 135,28.986982,-98.603637,2026-08-31 14:30:00
136,ST-000136,Mock City 136,12.267201,78.894378,2026-08-31 14:30:00
137,ST-000137,Mock City 137,54.492393,-5.122489,2026-08-31 14:30:00
138,ST-000138,Mock City 138,43.261781,-80.40996,2026-08-31 14:30:00
139,ST-000139,Mock City 139,38.339435,-121.27568,2026-08-31 14:30:00
140,ST-000140,Mock City 140,39.378833,-76.025701,2026-08-31 14:30:00
141,ST-000141,Mock City 141,30.729129,-99.219631,2026-08-31 14:30:00
142,ST-000142,Mock City 142,13.922912,76.992736,2026-08-31 14:30:00
143,ST-000143,Mock City 143,53.839966,-4.94351,2026-08-31 14:30:00
144,ST-000144,Mock City 144,42.556073,-80.536914,2026-08-31 14:30:00
145,ST-000145,Mock City 145,36.159308,-121.726629,2026-08-31 14:30:00
146,ST-000146,Mock City 146,38.360845,-77.172911,2026-08-31 14:30:00
147,ST-000147,Mock City 147,30.920037,-98.632308,2026-08-31 14:30:00
148,ST-000148,Mock City 148,13.374314,76.886552,2026-08-31 14:30:00
149,ST-000149,Mock City 149,53.315396,-5.044291,2026-08-31 14:30:00
150,ST-000150,Mock City 150,44.691511,-80.606305,2026-08-31 14:30:00
151,ST-000151,Mock City 151,37.108927,-122.556259,2026-08-31 14:30:00
152,ST-000152,Mock City 152,37.554437,-76.674042,2026-08-31 14:30:00
153,ST-000153,Mock City 153,30.67854,-98.457234,2026-08-31 14:30:00
154,ST-000154,Mock City 154,13.695293,77.749641,2026-08-31 14:30:00
155,ST-000155,Mock City 155,53.132861,-7.731291,2026-08-31 14:30:00
156,ST-000156,Mock City 156,42.378932,-78.233881,2026-08-31 14:30:00
157,ST-000157,Mock City 157,38.549986,-121.749529,2026-08-31 14:30:00
158,ST-000158,Mock City 158,40.047585,-77.239871,2026-08-31 14:30:00
159,ST-000159,Mock City 159,29.211481,-98.860763,2026-08-31 14:30:00
160,ST-000160,Mock City 160,12.396375,78.791544,2026-08-31 14:30:00
161,ST-000161,Mock City 161,54.238167,-5.178192,2026-08-31 14:30:00
162,ST-000162,Mock City 162,44.849974,-80.25297,2026-08-31 14:30:00
163,ST-000163,Mock City 163,36.586789,-123.077919,2026-08-31 14:30:00
164,ST-000164,Mock City 164,39.884149,-76.334996,2026-08-31 14:30:00
165,ST-000165,Mock City 165,29.986332,-97.381115,2026-08-31 14:30:00
166,ST-000166,Mock City 166,11.93526,78.884243,2026-08-31 14:30:00
167,ST-000167,Mock City 167,54.443617,-4.831682,2026-08-31 14:30:00
168,ST-000168,Mock City 168,44.585515,-78.238951,2026-08-31 14:30:00
169,ST-000169,Mock City 169,35.912559,-121.176607,2026-08-31 14:30:00
170,ST-000170,Mock City 170,38.540356,-76.194952,2026-08-31 14:30:00
171,ST-000171,Mock City 171,31.173905,-96.650908,2026-08-31 14:30:00
172,ST-000172,Mock City 172,13.903848,76.895017,2026-08-31 14:30:00
173,ST-000173,Mock City 173,54.211924,-7.436013,2026-08-31 14:30:00
174,ST-000174,Mock City 174,44.7697,-78.30742,2026-08-31 14:30:00
175,ST-000175,Mock City 175,36.505501,-120.93654,2026-08-31 14:30:00
176,ST-000176,Mock City 176,38.92471,-78.071827,2026-08-31 14:30:00
177,ST-000177,Mock City 177,31.153236,-98.560314,2026-08-31 14:30:00
178,ST-000178,Mock City 178,11.542593,76.673989,2026-08-31 14:30:00
179,ST-000179,Mock City 179,52.834586,-5.167241,2026-08-31 14:30:00
180,ST-000180,Mock City 180,45.053867,-80.045825,2026-08-31 14:30:00
181,ST-000181,Mock City 181,37.762645,-122.187265,2026-08-31 14:30:00
182,ST-000182,Mock City 182,40.487249,-77.378753,2026-08-31 14:30:00
183,ST-000183,Mock City 183,31.584911,-98.897075,2026-08-31 14:30:00
184,ST-000184,Mock City 184,14.382802,76.630303,2026-08-31 14:30:00
185,ST-000185,Mock City 185,54.737403,-6.963901,2026-08-31 14:30:00
186,ST-000186,Mock City 186,42.478408,-79.579509,2026-08-31 14:30:00
187,ST-000187,Mock City 187,38.023835,-122.445268,2026-08-31 14:30:00
188,ST-000188,Mock City 188,39.362427,-77.453131,2026-08-31 14:30:00
189,ST-000189,Mock City 189,29.922786,-97.513336,2026-08-31 14:30:00
190,ST-000190,Mock City 190,12.235768,78.220956,2026-08-31 14:30:00
191,ST-000191,Mock City 191,51.854874,-4.983575,2026-08-31 14:30:00
192,ST-000192,Mock City 192,43.768556,-78.72491,2026-08-31 14:30:00
193,ST-000193,Mock City 193,38.06405,-121.374414,2026-08-31 14:30:00
194,ST-000194,Mock City 194,38.636464,-78.777479,2026-08-31 14:30:00
195,ST-000195,Mock City 195,30.759913,-98.2525,2026-08-31 14:30:00
196,ST-000196,Mock City 196,12.413347,78.638646,2026-08-31 14:30:00
197,ST-000197,Mock City 197,54.009063,-6.859333,2026-08-31 14:30:00
198,ST-000198,Mock City 198,43.081054,-79.658021,2026-08-31 14:30:00
199,ST-000199,Mock City 199,37.045401,-122.499334,2026-08-31 14:30:00
200,ST-000200,Mock City 200,37.925663,-77.726061,2026-08-31 14:30:00
201,ST-000201,Mock City 201,31.588291,-97.211146,2026-08-31 14:30:00
202,ST-000202,Mock City 202,14.180017,77.941145,2026-08-31 14:30:00
203,ST-000203,Mock City 203,52.75265,-6.116488,2026-08-31 14:30:00
204,ST-000204,Mock City 204,42.154418,-80.022459,2026-08-31 14:30:00
205,ST-000205,Mock City 205,37.127864,-121.646346,2026-08-31 14:30:00
206,ST-000206,Mock City 206,39.507917,-77.592435,2026-08-31 14:30:00
207,ST-000207,Mock City 207,30.093679,-98.601996,2026-08-31 14:30:00
208,ST-000208,Mock City 208,12.891159,78.798142,2026-08-31 14:30:00
209,ST-000209,Mock City 209,54.237874,-7.251226,2026-08-31 14:30:00
210,ST-000210,Mock City 210,42.407587,-79.336844,2026-08-31 14:30:00
211,ST-000211,Mock City 211,37.737023,-122.380735,2026-08-31 14:30:00
212,ST-000212,Mock City 212,39.99907,-76.733986,2026-08-31 14:30:00
213,ST-000213,Mock City 213,30.785587,-98.569178,2026-08-31 14:30:00
214,ST-000214,Mock City 214,12.06899,76.167876,2026-08-31 14:30:00
215,ST-000215,Mock City 215,52.584328,-6.334891,2026-08-31 14:30:00
216,ST-000216,Mock City 216,44.702413,-80.664715,2026-08-31 14:30:00
217,ST-000217,Mock City 217,37.081523,-121.497004,2026-08-31 14:30:00
218,ST-000218,Mock City 218,38.127106,-76.898337,2026-08-31 14:30:00
219,ST-000219,Mock City 219,30.250332,-98.511147,2026-08-31 14:30:00
220,ST-000220,Mock City 220,13.439774,76.111234,2026-08-31 14:30:00
221,ST-000221,Mock City 221,54.102693,-5.450161,2026-08-31 14:30:00
222,ST-000222,Mock City 222,42.472962,-79.607761,2026-08-31 14:30:00
223,ST-000223,Mock City 223,36.36586,-120.512402,2026-08-31 14:30:00
224,ST-000224,Mock City 224,39.097673,-78.836745,2026-08-31 14:30:00
225,ST-000225,Mock City 225,29.514795,-96.698091,2026-08-31 14:30:00
226,ST-000226,Mock City 226,12.840985,78.49885,2026-08-31 14:30:00
227,ST-000227,Mock City 227,53.852533,-4.796623,2026-08-31 14:30:00
228,ST-000228,Mock City 228,43.939557,-78.033081,2026-08-31 14:30:00
229,ST-000229,Mock City 229,38.512478,-121.548343,2026-08-31 14:30:00
230,ST-000230,Mock City 230,39.701622,-77.473066,2026-08-31 14:30:00
231,ST-000231,Mock City 231,31.258908,-97.599484,2026-08-31 14:30:00
232,ST-000232,Mock City 232,14.163224,78.325566,2026-08-31 14:30:00
233,ST-000233,Mock City 233,53.273823,-6.982725,2026-08-31 14:30:00
234,ST-000234,Mock City 234,42.894919,-78.970216,2026-08-31 14:30:00
235,ST-000235,Mock City 235,38.135641,-121.822401,2026-08-31 14:30:00
236,ST-000236,Mock City 236,39.424045,-78.163608,2026-08-31 14:30:00
237,ST-000237,Mock City 237,28.99965,-98.385916,2026-08-31 14:30:00
238,ST-000238,Mock City 238,12.286745,77.053729,2026-08-31 14:30:00
239,ST-000239,Mock City 239,53.470257,-7.345178,2026-08-31 14:30:00
240,ST-000240,Mock City 240,42.846984,-78.801351,2026-08-31 14:30:00
241,ST-000241,Mock City 241,37.957457,-123.193613,2026-08-31 14:30:00
242,ST-000242,Mock City 242,38.766598,-77.359567,2026-08-31 14:30:00
243,ST-000243,Mock City 243,30.014523,-98.622597,2026-08-31 14:30:00
244,ST-000244,Mock City 244,12.732031,78.809115,2026-08-31 14:30:00
245,ST-000245,Mock City 245,53.602038,-5.673731,2026-08-31 14:30:00
246,ST-000246,Mock City 246,44.723396,-78.586416,2026-08-31 14:30:00
247,ST-000247,Mock City 247,36.979343,-123.368612,2026-08-31 14:30:00
248,ST-000248,Mock City 248,38.599076,-76.726975,2026-08-31 14:30:00
249,ST-000249,Mock City 249,31.327544,-96.382809,2026-08-31 14:30:00
250,ST-000250,Mock City 250,12.728664,78.337147,2026-08-31 14:30:00
251,ST-000251,Mock City 251,53.488197,-5.950542,2026-08-31 14:30:00
252,ST-000252,Mock City 252,42.814816,-80.224935,2026-08-31 14:30:00
253,ST-000253,Mock City 253,37.145708,-123.299226,2026-08-31 14:30:00
254,ST-000254,Mock City 254,38.552189,-76.949974,2026-08-31 14:30:00
255,ST-000255,Mock City 255,29.98015,-98.747966,2026-08-31 14:30:00
256,ST-000256,Mock City 256,12.87377,76.477483,2026-08-31 14:30:00
257,ST-000257,Mock City 257,53.716571,-7.679401,2026-08-31 14:30:00
258,ST-000258,Mock City 258,43.335261,-79.190024,2026-08-31 14:30:00
259,ST-000259,Mock City 259,35.919506,-121.458051,2026-08-31 14:30:00
260,ST-000260,Mock City 260,37.950898,-77.602305,2026-08-31 14:30:00
261,ST-000261,Mock City 261,28.918054,-98.105788,2026-08-31 14:30:00
262,ST-000262,Mock City 262,12.106581,77.075137,2026-08-31 14:30:00
263,ST-000263,Mock City 263,54.133489,-6.622921,2026-08-31 14:30:00
264,ST-000264,Mock City 264,44.409229,-78.387427,2026-08-31 14:30:00
265,ST-000265,Mock City 265,36.595015,-123.140581,2026-08-31 14:30:00
266,ST-000266,Mock City 266,37.60195,-77.369143,2026-08-31 14:30:00
267,ST-000267,Mock City 267,31.766923,-98.193219,2026-08-31 14:30:00
268,ST-000268,Mock City 268,13.422032,78.438299,2026-08-31 14:30:00
269,ST-000269,Mock City 269,53.805064,-5.4976,2026-08-31 14:30:00
270,ST-000270,Mock City 270,45.002035,-80.285118,2026-08-31 14:30:00
271,ST-000271,Mock City 271,35.89934,-122.929153,2026-08-31 14:30:00
272,ST-000272,Mock City 272,37.922463,-76.979023,2026-08-31 14:30:00
273,ST-000273,Mock City 273,30.459109,-98.589206,2026-08-31 14:30:00
274,ST-000274,Mock City 274,13.569995,78.395294,2026-08-31 14:30:00
275,ST-000275,Mock City 275,52.353167,-5.938558,2026-08-31 14:30:00
276,ST-000276,Mock City 276,44.396977,-80.539601,2026-08-31 14:30:00
277,ST-000277,Mock City 277,38.296104,-120.492138,2026-08-31 14:30:00
278,ST-000278,Mock City 278,37.868096,-78.910365,2026-08-31 14:30:00
279,ST-000279,Mock City 279,29.703072,-97.211058,2026-08-31 14:30:00
280,ST-000280,Mock City 280,14.346119,77.284563,2026-08-31 14:30:00
281,ST-000281,Mock City 281,53.994844,-7.532311,2026-08-31 14:30:00
282,ST-000282,Mock City 282,44.225043,-79.001473,2026-08-31 14:30:00
283,ST-000283,Mock City 283,36.143904,-121.068857,2026-08-31 14:30:00
284,ST-000284,Mock City 284,40.09468,-77.186165,2026-08-31 14:30:00
285,ST-000285,Mock City 285,29.130365,-96.291567,2026-08-31 14:30:00
286,ST-000286,Mock City 286,13.819506,77.136211,2026-08-31 14:30:00
287,ST-000287,Mock City 287,53.134934,-6.648587,2026-08-31 14:30:00
288,ST-000288,Mock City 288,43.671082,-79.859506,2026-08-31 14:30:00
289,ST-000289,Mock City 289,38.386927,-120.919307,2026-08-31 14:30:00
290,ST-000290,Mock City 290,37.860417,-76.105037,2026-08-31 14:30:00
291,ST-000291,Mock City 291,30.673955,-96.756978,2026-08-31 14:30:00
292,ST-000292,Mock City 292,13.593526,77.401061,2026-08-31 14:30:00
293,ST-000293,Mock City 293,54.051186,-4.863879,2026-08-31 14:30:00
294,ST-000294,Mock City 294,42.963447,-78.458602,2026-08-31 14:30:00
295,ST-000295,Mock City 295,37.452719,-121.935807,2026-08-31 14:30:00
296,ST-000296,Mock City 296,38.850523,-76.794321,2026-08-31 14:30:00
297,ST-000297,Mock City 297,29.572387,-96.687961,2026-08-31 14:30:00
298,ST-000298,Mock City 298,13.963793,76.354589,2026-08-31 14:30:00
299,ST-000299,Mock City 299,54.494694,-7.02871,2026-08-31 14:30:00
300,ST-000300,Mock City 300,43.547325,-79.052205,2026-08-31 14:30:00
301,ST-000301,Mock City 301,36.975168,-123.3002,2026-08-31 14:30:00
302,ST-000302,Mock City 302,40.096659,-78.44188,2026-08-31 14:30:00
303,ST-000303,Mock City 303,29.40356,-96.849603,2026-08-31 14:30:00
304,ST-000304,Mock City 304,12.492617,78.73556,2026-08-31 14:30:00
305,ST-000305,Mock City 305,53.953351,-6.931494,2026-08-31 14:30:00
306,ST-000306,Mock City 306,42.183653,-78.039012,2026-08-31 14:30:00
307,ST-000307,Mock City 307,36.095039,-121.226076,2026-08-31 14:30:00
308,ST-000308,Mock City 308,39.009534,-76.712906,2026-08-31 14:30:00
309,ST-000309,Mock City 309,30.839028,-97.305391,2026-08-31 14:30:00
310,ST-000310,Mock City 310,12.944064,78.473399,2026-08-31 14:30:00
311,ST-000311,Mock City 311,52.12896,-7.095511,2026-08-31 14:30:00
312,ST-000312,Mock City 312,44.228561,-79.964582,2026-08-31 14:30:00
313,ST-000313,Mock City 313,37.582867,-121.966519,2026-08-31 14:30:00
314,ST-000314,Mock City 314,39.136566,-77.710889,2026-08-31 14:30:00
315,ST-000315,Mock City 315,31.005006,-98.250726,2026-08-31 14:30:00
316,ST-000316,Mock City 316,13.580165,76.907349,2026-08-31 14:30:00
317,ST-000317,Mock City 317,52.604011,-7.398332,2026-08-31 14:30:00
318,ST-000318,Mock City 318,42.730953,-80.524536,2026-08-31 14:30:00
319,ST-000319,Mock City 319,37.445792,-121.099731,2026-08-31 14:30:00
320,ST-000320,Mock City 320,38.09925,-78.338246,2026-08-31 14:30:00
321,ST-000321,Mock City 321,30.219796,-97.069345,2026-08-31 14:30:00
322,ST-000322,Mock City 322,14.401421,77.668511,2026-08-31 14:30:00
323,ST-000323,Mock City 323,52.698796,-7.458722,2026-08-31 14:30:00
324,ST-000324,Mock City 324,42.735553,-80.200751,2026-08-31 14:30:00
325,ST-000325,Mock City 325,36.376525,-123.343855,2026-08-31 14:30:00
326,ST-000326,Mock City 326,39.146205,-78.164466,2026-08-31 14:30:00
327,ST-000327,Mock City 327,31.690085,-97.583023,2026-08-31 14:30:00
328,ST-000328,Mock City 328,13.563852,76.473438,2026-08-31 14:30:00
329,ST-000329,Mock City 329,54.455184,-6.287664,2026-08-31 14:30:00
330,ST-000330,Mock City 330,44.771359,-79.161007,2026-08-31 14:30:00
331,ST-000331,Mock City 331,37.246391,-122.064894,2026-08-31 14:30:00
332,ST-000332,Mock City 332,38.096891,-78.83327,2026-08-31 14:30:00
333,ST-000333,Mock City 333,31.590391,-97.809912,2026-08-31 14:30:00
334,ST-000334,Mock City 334,13.937947,77.296722,2026-08-31 14:30:00
335,ST-000335,Mock City 335,52.072047,-5.871963,2026-08-31 14:30:00
336,ST-000336,Mock City 336,42.314027,-80.435607,2026-08-31 14:30:00
337,ST-000337,Mock City 337,37.526719,-122.474793,2026-08-31 14:30:00
338,ST-000338,Mock City 338,40.525554,-78.632045,2026-08-31 14:30:00
339,ST-000339,Mock City 339,31.06053,-97.424147,2026-08-31 14:30:00
340,ST-000340,Mock City 340,13.843822,76.771661,2026-08-31 14:30:00
341,ST-000341,Mock City 341,53.417518,-6.408757,2026-08-31 14:30:00
342,ST-000342,Mock City 342,43.481363,-78.3027,2026-08-31 14:30:00
343,ST-000343,Mock City 343,38.808294,-122.470159,2026-08-31 14:30:00
344,ST-000344,Mock City 344,39.406882,-77.158507,2026-08-31 14:30:00
345,ST-000345,Mock City 345,30.987468,-96.400329,2026-08-31 14:30:00
346,ST-000346,Mock City 346,12.094964,76.727676,2026-08-31 14:30:00
347,ST-000347,Mock City 347,53.831084,-7.289129,2026-08-31 14:30:00
348,ST-000348,Mock City 348,42.674641,-80.658005,2026-08-31 14:30:00
349,ST-000349,Mock City 349,35.846227,-122.034789,2026-08-31 14:30:00
350,ST-000350,Mock City 350,39.325234,-78.113622,2026-08-31 14:30:00
351,ST-000351,Mock City 351,29.461629,-97.122233,2026-08-31 14:30:00
352,ST-000352,Mock City 352,13.580563,77.456694,2026-08-31 14:30:00
353,ST-000353,Mock City 353,53.911955,-4.988567,2026-08-31 14:30:00
354,ST-000354,Mock City 354,44.516684,-79.008026,2026-08-31 14:30:00
355,ST-000355,Mock City 355,37.821749,-120.585295,2026-08-31 14:30:00
356,ST-000356,Mock City 356,38.819217,-77.353713,2026-08-31 14:30:00
357,ST-000357,Mock City 357,30.710104,-96.517866,2026-08-31 14:30:00
358,ST-000358,Mock City 358,13.951493,76.30883,2026-08-31 14:30:00
359,ST-000359,Mock City 359,52.347568,-6.837465,2026-08-31 14:30:00
