user_id,prev_loc,curr_loc,last_updated_at
SID-00-000-000-000-000-004,SRID=4326;POINT(73.782462 15.510090),SRID=4326;POINT(73.790660 15.532875),2026-08-17 06:58:48
SID-00-000-000-000-000-126,SRID=4326;POINT(115.678160 -33.329018),SRID=4326;POINT(115.691206 -33.332437),2025-08-31 04:48:39
SID-00-000-000-000-000-317,SRID=4326;POINT(147.238437 -41.460164),SRID=4326;POINT(147.206718 -41.446925),2026-06-30 13:39:13
SID-00-000-000-000-000-277,SRID=4326;POINT(-66.119860 18.502057),SRID=4326;POINT(-66.105122 18.504418),2026-08-05 04:37:14
SID-00-000-000-000-000-027,SRID=4326;POINT(88.415122 26.715065),SRID=4326;POINT(88.415309 26.742149),2026-08-28 00:47:21
SID-00-000-000-000-000-215,SRID=4326;POINT(75.912747 30.973513),SRID=4326;POINT(75.900385 30.947487),2026-08-30 08:39:01
SID-00-000-000-000-000-306,SRID=4326;POINT(-63.184591 46.243811),SRID=4326;POINT(-63.154025 46.229292),2026-02-17 08:43:14
SID-00-000-000-000-000-007,SRID=4326;POINT(-52.750948 47.553578),SRID=4326;POINT(-52.767126 47.557780),2025-12-07 02:49:44
SID-00-000-000-000-000-274,SRID=4326;POINT(85.847380 20.241619),SRID=4326;POINT(85.821091 20.264930),2026-02-07 08:26:22
SID-00-000-000-000-000-071,SRID=4326;POINT(11.957751 51.516427),SRID=4326;POINT(11.991263 51.525000),2026-05-12 10:13:02
SID-00-000-000-000-000-276,SRID=4326;POINT(-89.350784 31.395997),SRID=4326;POINT(-89.341472 31.370343),2026-08-04 01:24:48
SID-00-000-000-000-000-152,SRID=4326;POINT(77.292903 28.587996),SRID=4326;POINT(77.264143 28.615814),2026-06-26 01:40:10
SID-00-000-000-000-000-349,SRID=4326;POINT(12.992992 52.403915),SRID=4326;POINT(13.011767 52.426233),2026-01-20 09:52:56
SID-00-000-000-000-000-242,SRID=4326;POINT(77.445465 23.237904),SRID=4326;POINT(77.450335 23.256211),2026-05-14 12:41:59
SID-00-000-000-000-000-105,SRID=4326;POINT(-78.868718 35.985650),SRID=4326;POINT(-78.840798 35.974112),2026-08-27 11:22:23
SID-00-000-000-000-000-307,SRID=4326;POINT(-81.692474 41.489429),SRID=4326;POINT(-81.708019 41.471062),2026-04-02 08:01:54
SID-00-000-000-000-000-265,SRID=4326;POINT(146.840983 -19.227747),SRID=4326;POINT(146.860165 -19.209655),2026-04-24 09:14:05
SID-00-000-000-000-000-060,SRID=4326;POINT(-117.404670 47.644472),SRID=4326;POINT(-117.394942 47.643386),2026-08-17 14:31:43
SID-00-000-000-000-000-222,SRID=4326;POINT(-81.604098 38.307016),SRID=4326;POINT(-81.614127 38.302479),2026-02-19 15:11:01
SID-00-000-000-000-000-251,SRID=4326;POINT(-81.677856 41.540857),SRID=4326;POINT(-81.715233 41.527709),2026-04-04 22:49:51
SID-00-000-000-000-000-386,SRID=4326;POINT(83.282062 17.730498),SRID=4326;POINT(83.256266 17.719525),2026-07-27 21:51:26
SID-00-000-000-000-000-236,SRID=4326;POINT(85.835755 20.279249),SRID=4326;POINT(85.839420 20.262998),2026-05-22 19:10:15
SID-00-000-000-000-000-132,SRID=4326;POINT(77.413559 28.553298),SRID=4326;POINT(77.435805 28.547095),2026-07-14 18:25:37
SID-00-000-000-000-000-286,SRID=4326;POINT(80.292291 13.080669),SRID=4326;POINT(80.267998 13.069059),2026-08-20 06:07:12
SID-00-000-000-000-000-202,SRID=4326;POINT(-119.792164 39.113758),SRID=4326;POINT(-119.786225 39.136006),2025-09-17 08:11:15
SID-00-000-000-000-000-037,SRID=4326;POINT(149.157805 -35.282000),SRID=4326;POINT(149.187819 -35.280172),2025-05-01 11:59:52
SID-00-000-000-000-000-043,SRID=4326;POINT(-76.506020 38.984210),SRID=4326;POINT(-76.497459 38.983523),2026-04-05 05:35:20
SID-00-000-000-000-000-188,SRID=4326;POINT(-98.560675 29.453231),SRID=4326;POINT(-98.537137 29.452891),2025-10-12 20:01:06
SID-00-000-000-000-000-273,SRID=4326;POINT(-89.163236 30.354997),SRID=4326;POINT(-89.139315 30.355513),2026-01-18 11:49:49
SID-00-000-000-000-000-211,SRID=4326;POINT(-86.263001 32.384040),SRID=4326;POINT(-86.266810 32.364622),2026-05-02 07:34:17
SID-00-000-000-000-000-009,SRID=4326;POINT(82.961274 25.316350),SRID=4326;POINT(82.988516 25.335377),2026-07-14 20:02:30
SID-00-000-000-000-000-278,SRID=4326;POINT(77.444078 28.548207),SRID=4326;POINT(77.429908 28.552122),2026-06-23 13:30:45
SID-00-000-000-000-000-329,SRID=4326;POINT(-80.894706 35.224665),SRID=4326;POINT(-80.872692 35.230513),2026-05-14 04:00:23
SID-00-000-000-000-000-287,SRID=4326;POINT(-76.623435 39.298364),SRID=4326;POINT(-76.659875 39.315775),2026-05-01 05:27:49
SID-00-000-000-000-000-234,SRID=4326;POINT(-71.167215 46.840613),SRID=4326;POINT(-71.137501 46.862115),2026-06-18 10:53:17
SID-00-000-000-000-000-087,SRID=4326;POINT(-100.426748 44.326434),SRID=4326;POINT(-100.406097 44.319989),2026-04-13 10:03:18
SID-00-000-000-000-000-123,SRID=4326;POINT(-97.681732 30.273294),SRID=4326;POINT(-97.686321 30.251811),2025-11-13 11:36:41
SID-00-000-000-000-000-366,SRID=4326;POINT(-86.764269 33.480765),SRID=4326;POINT(-86.755422 33.486464),2026-07-19 12:38:32
SID-00-000-000-000-000-241,SRID=4326;POINT(-7.316209 52.695686),SRID=4326;POINT(-7.271582 52.703390),2026-06-12 16:43:19
SID-00-000-000-000-000-206,SRID=4326;POINT(72.613163 23.014146),SRID=4326;POINT(72.614545 22.996724),2026-04-27 12:40:49
SID-00-000-000-000-000-038,SRID=4326;POINT(-81.631227 38.308361),SRID=4326;POINT(-81.613759 38.306467),2026-07-08 13:45:06
SID-00-000-000-000-000-028,SRID=4326;POINT(-93.699314 32.473157),SRID=4326;POINT(-93.711337 32.502778),2025-12-13 19:01:57
SID-00-000-000-000-000-042,SRID=4326;POINT(-123.283954 48.480407),SRID=4326;POINT(-123.297817 48.464077),2026-07-30 13:32:05
SID-00-000-000-000-000-074,SRID=4326;POINT(-75.677810 39.622854),SRID=4326;POINT(-75.699221 39.648550),2025-12-01 05:49:19
SID-00-000-000-000-000-108,SRID=4326;POINT(-112.089201 46.596302),SRID=4326;POINT(-112.103514 46.579229),2026-01-16 13:38:40
SID-00-000-000-000-000-099,SRID=4326;POINT(-157.842010 21.323402),SRID=4326;POINT(-157.834676 21.313991),2026-05-08 18:17:14
SID-00-000-000-000-000-182,SRID=4326;POINT(77.229707 28.609652),SRID=4326;POINT(77.242121 28.636950),2026-07-17 02:09:58
SID-00-000-000-000-000-197,SRID=4326;POINT(-6.780118 53.617645),SRID=4326;POINT(-6.736357 53.610072),2026-04-26 13:53:11
SID-00-000-000-000-000-082,SRID=4326;POINT(75.816470 26.879533),SRID=4326;POINT(75.812015 26.905212),2026-08-31 19:04:53
SID-00-000-000-000-000-048,SRID=4326;POINT(77.230442 28.569137),SRID=4326;POINT(77.200829 28.598122),2026-08-14 09:58:25
SID-00-000-000-000-000-264,SRID=4326;POINT(147.317719 -42.845391),SRID=4326;POINT(147.310274 -42.874477),2026-07-21 02:03:01
SID-00-000-000-000-000-315,SRID=4326;POINT(130.829629 -12.477596),SRID=4326;POINT(130.831032 -12.458688),2025-11-10 00:47:37
SID-00-000-000-000-000-219,SRID=4326;POINT(82.952225 25.328844),SRID=4326;POINT(82.920596 25.348720),2026-08-05 09:18:14
SID-00-000-000-000-000-323,SRID=4326;POINT(-93.106871 44.914313),SRID=4326;POINT(-93.072655 44.905191),2026-08-10 02:10:44
SID-00-000-000-000-000-122,SRID=4326;POINT(-123.107616 44.037529),SRID=4326;POINT(-123.113587 44.011081),2026-05-22 16:51:55
SID-00-000-000-000-000-360,SRID=4326;POINT(-79.974845 40.478959),SRID=4326;POINT(-79.980093 40.481194),2026-06-09 11:03:54
SID-00-000-000-000-000-247,SRID=4326;POINT(-106.663135 35.076392),SRID=4326;POINT(-106.642286 35.074998),2025-12-11 23:27:16
SID-00-000-000-000-000-035,SRID=4326;POINT(-80.965814 33.977216),SRID=4326;POINT(-80.987372 33.993336),2025-10-02 23:13:40
SID-00-000-000-000-000-143,SRID=4326;POINT(150.877206 -34.454118),SRID=4326;POINT(150.911532 -34.464615),2026-05-26 15:52:52
SID-00-000-000-000-000-395,SRID=4326;POINT(8.876432 53.100931),SRID=4326;POINT(8.878915 53.098845),2026-05-22 20:54:07
SID-00-000-000-000-000-097,SRID=4326;POINT(-52.777499 47.561780),SRID=4326;POINT(-52.751540 47.553536),2026-07-18 13:27:23
SID-00-000-000-000-000-377,SRID=4326;POINT(77.241505 28.644291),SRID=4326;POINT(77.254577 28.632394),2026-02-17 11:46:53
SID-00-000-000-000-000-291,SRID=4326;POINT(-106.667524 52.136396),SRID=4326;POINT(-106.648827 52.143462),2026-04-22 23:32:14
SID-00-000-000-000-000-290,SRID=4326;POINT(-63.539450 44.711320),SRID=4326;POINT(-63.551007 44.694181),2025-12-11 11:13:26
SID-00-000-000-000-000-267,SRID=4326;POINT(-104.666581 50.398030),SRID=4326;POINT(-104.674688 50.418517),2026-08-31 12:50:11
SID-00-000-000-000-000-394,SRID=4326;POINT(77.434528 23.293294),SRID=4326;POINT(77.442489 23.294116),2026-08-02 07:45:10
SID-00-000-000-000-000-039,SRID=4326;POINT(-7.119240 52.290904),SRID=4326;POINT(-7.117273 52.265604),2025-09-02 05:06:43
SID-00-000-000-000-000-304,SRID=4326;POINT(80.633217 16.459995),SRID=4326;POINT(80.639746 16.456319),2025-10-15 07:16:38
SID-00-000-000-000-000-255,SRID=4326;POINT(79.608940 17.973160),SRID=4326;POINT(79.621698 17.973376),2026-04-23 01:18:55
SID-00-000-000-000-000-357,SRID=4326;POINT(76.285246 9.963597),SRID=4326;POINT(76.310280 9.940509),2026-06-05 11:26:06
SID-00-000-000-000-000-029,SRID=4326;POINT(-8.545627 51.898503),SRID=4326;POINT(-8.500305 51.887066),2026-08-06 16:01:53
SID-00-000-000-000-000-032,SRID=4326;POINT(-66.675940 17.978818),SRID=4326;POINT(-66.664252 17.994163),2026-04-16 00:43:02
SID-00-000-000-000-000-093,SRID=4326;POINT(-97.538175 35.478973),SRID=4326;POINT(-97.573171 35.464626),2026-08-31 12:28:40
SID-00-000-000-000-000-281,SRID=4326;POINT(77.144518 28.604427),SRID=4326;POINT(77.173285 28.606562),2026-07-29 06:23:30
SID-00-000-000-000-000-379,SRID=4326;POINT(-123.079666 49.274440),SRID=4326;POINT(-123.097694 49.296199),2026-07-03 04:44:44
SID-00-000-000-000-000-308,SRID=4326;POINT(78.071996 9.899567),SRID=4326;POINT(78.074070 9.907310),2025-05-16 22:17:54
SID-00-000-000-000-000-229,SRID=4326;POINT(-71.106736 42.307715),SRID=4326;POINT(-71.079232 42.328025),2026-03-17 22:14:35
SID-00-000-000-000-000-036,SRID=4326;POINT(140.741481 -37.827872),SRID=4326;POINT(140.773503 -37.811958),2026-07-17 12:51:33
SID-00-000-000-000-000-001,SRID=4326;POINT(-105.211492 40.033654),SRID=4326;POINT(-105.216162 40.026408),2026-08-03 02:11:12
SID-00-000-000-000-000-212,SRID=4326;POINT(85.822444 20.313366),SRID=4326;POINT(85.836412 20.322445),2026-06-27 18:43:16
SID-00-000-000-000-000-342,SRID=4326;POINT(76.338076 9.921225),SRID=4326;POINT(76.315256 9.906001),2025-10-31 08:44:00
SID-00-000-000-000-000-106,SRID=4326;POINT(-89.144825 30.377377),SRID=4326;POINT(-89.115124 30.391933),2026-08-04 22:09:18
SID-00-000-000-000-000-321,SRID=4326;POINT(-97.146319 49.931979),SRID=4326;POINT(-97.154619 49.906299),2026-07-07 06:07:45
SID-00-000-000-000-000-195,SRID=4326;POINT(78.127025 9.920909),SRID=4326;POINT(78.140681 9.899446),2026-07-24 21:37:33
SID-00-000-000-000-000-133,SRID=4326;POINT(-74.756964 40.185287),SRID=4326;POINT(-74.749888 40.199109),2025-12-15 23:06:40
SID-00-000-000-000-000-207,SRID=4326;POINT(76.804161 30.745325),SRID=4326;POINT(76.799878 30.735882),2025-08-17 15:16:26
SID-00-000-000-000-000-015,SRID=4326;POINT(-91.683033 41.950383),SRID=4326;POINT(-91.653047 41.950353),2026-08-12 04:00:30
SID-00-000-000-000-000-138,SRID=4326;POINT(-64.700833 46.114802),SRID=4326;POINT(-64.715454 46.085503),2026-08-21 17:13:13
SID-00-000-000-000-000-246,SRID=4326;POINT(72.900012 21.189413),SRID=4326;POINT(72.872101 21.184455),2026-04-07 01:36:35
SID-00-000-000-000-000-213,SRID=4326;POINT(147.122790 -41.487804),SRID=4326;POINT(147.091229 -41.458282),2026-07-18 21:40:41
SID-00-000-000-000-000-088,SRID=4326;POINT(-63.550106 44.588617),SRID=4326;POINT(-63.548314 44.611709),2026-05-25 02:37:55
SID-00-000-000-000-000-139,SRID=4326;POINT(-112.012355 41.241991),SRID=4326;POINT(-112.000210 41.220893),2026-06-25 13:08:55
SID-00-000-000-000-000-263,SRID=4326;POINT(91.766048 26.149762),SRID=4326;POINT(91.767878 26.157530),2026-08-02 18:51:33
SID-00-000-000-000-000-239,SRID=4326;POINT(73.855003 18.455829),SRID=4326;POINT(73.885992 18.483591),2026-07-05 00:01:12
SID-00-000-000-000-000-283,SRID=4326;POINT(-122.651274 45.481277),SRID=4326;POINT(-122.687985 45.493014),2026-07-12 19:34:25
SID-00-000-000-000-000-151,SRID=4326;POINT(-93.699901 41.582430),SRID=4326;POINT(-93.661975 41.609153),2026-07-20 13:24:29
SID-00-000-000-000-000-260,SRID=4326;POINT(83.158569 17.740991),SRID=4326;POINT(83.177212 17.724264),2026-07-25 17:39:39
SID-00-000-000-000-000-085,SRID=4326;POINT(-103.228545 44.055206),SRID=4326;POINT(-103.245828 44.063832),2026-06-02 00:09:49
SID-00-000-000-000-000-141,SRID=4326;POINT(-72.889826 41.285012),SRID=4326;POINT(-72.916937 41.277331),2026-06-25 22:10:26
SID-00-000-000-000-000-332,SRID=4326;POINT(149.152521 -35.256992),SRID=4326;POINT(149.121455 -35.275362),2026-08-08 01:18:17
SID-00-000-000-000-000-280,SRID=4326;POINT(78.444818 17.369189),SRID=4326;POINT(78.441514 17.356840),2025-11-11 15:55:31
SID-00-000-000-000-000-159,SRID=4326;POINT(-80.141983 42.098411),SRID=4326;POINT(-80.108392 42.105137),2026-08-28 13:31:59
SID-00-000-000-000-000-252,SRID=4326;POINT(130.832653 -12.447062),SRID=4326;POINT(130.850795 -12.419945),2026-06-29 16:19:31
SID-00-000-000-000-000-150,SRID=4326;POINT(-72.582813 42.096517),SRID=4326;POINT(-72.602281 42.070549),2025-07-28 04:13:24
SID-00-000-000-000-000-203,SRID=4326;POINT(91.681026 26.177749),SRID=4326;POINT(91.702213 26.180298),2026-07-13 18:52:31
SID-00-000-000-000-000-387,SRID=4326;POINT(-74.460965 39.323167),SRID=4326;POINT(-74.473631 39.335091),2026-08-26 16:27:31
SID-00-000-000-000-000-005,SRID=4326;POINT(-104.797644 38.853433),SRID=4326;POINT(-104.820831 38.841845),2026-02-17 22:19:57
SID-00-000-000-000-000-030,SRID=4326;POINT(-75.687000 45.421324),SRID=4326;POINT(-75.691462 45.449643),2026-07-12 23:10:20
