user_id,prev_loc,curr_loc,updated_at
MOCK-USR-000017,SRID=4326;POINT(-5.660513 54.281326),SRID=4326;POINT(-5.649286 54.268875),2026-01-27 13:15:23
MOCK-USR-000018,SRID=4326;POINT(-80.427428 43.205921),SRID=4326;POINT(-80.445733 43.203586),2026-02-19 15:03:58
MOCK-USR-000019,SRID=4326;POINT(-122.362722 38.743525),SRID=4326;POINT(-122.354510 38.730764),2026-03-05 17:53:54
MOCK-USR-000020,SRID=4326;POINT(-78.692070 37.788822),SRID=4326;POINT(-78.677582 37.806588),2026-01-31 17:24:46
MOCK-USR-000021,SRID=4326;POINT(-97.436887 31.308494),SRID=4326;POINT(-97.419838 31.301984),2026-02-01 20:55:10
MOCK-USR-000022,SRID=4326;POINT(78.261302 13.867982),SRID=4326;POINT(78.258535 13.884900),2026-02-12 22:09:48
MOCK-USR-000023,SRID=4326;POINT(-4.834086 53.481040),SRID=4326;POINT(-4.826067 53.473097),2026-03-02 15:46:21
MOCK-USR-000024,SRID=4326;POINT(-79.266440 43.291255),SRID=4326;POINT(-79.247725 43.276009),2026-02-03 17:32:10
MOCK-USR-000025,SRID=4326;POINT(-121.517781 38.361414),SRID=4326;POINT(-121.519947 38.346375),2026-03-08 17:58:36
MOCK-USR-000026,SRID=4326;POINT(-77.240999 40.127754),SRID=4326;POINT(-77.259924 40.141482),2026-02-18 23:24:08
MOCK-USR-000027,SRID=4326;POINT(-99.112653 30.875406),SRID=4326;POINT(-99.122493 30.888059),2026-02-11 00:38:53
MOCK-USR-000028,SRID=4326;POINT(76.967145 12.150144),SRID=4326;POINT(76.971926 12.153940),2026-03-06 12:51:23
MOCK-USR-000029,SRID=4326;POINT(-7.074511 52.069879),SRID=4326;POINT(-7.085663 52.075371),2026-02-26 16:01:15
MOCK-USR-000030,SRID=4326;POINT(-80.065099 42.462583),SRID=4326;POINT(-80.075360 42.458698),2026-02-21 13:12:35
MOCK-USR-000031,SRID=4326;POINT(-122.334906 37.732478),SRID=4326;POINT(-122.316701 37.729673),2026-03-02 17:02:03
MOCK-USR-000032,SRID=4326;POINT(-78.397074 38.675220),SRID=4326;POINT(-78.388370 38.680954),2026-03-03 21:32:12
MOCK-USR-000033,SRID=4326;POINT(-96.420810 29.589781),SRID=4326;POINT(-96.404705 29.581674),2026-03-16 16:57:47
MOCK-USR-000034,SRID=4326;POINT(77.950339 13.396784),SRID=4326;POINT(77.938497 13.415837),2026-02-15 20:37:55
MOCK-USR-000035,SRID=4326;POINT(-5.556939 52.326039),SRID=4326;POINT(-5.561978 52.342889),2026-02-23 14:56:13
MOCK-USR-000036,SRID=4326;POINT(-79.740387 42.692703),SRID=4326;POINT(-79.744737 42.673012),2026-03-09 00:59:49
MOCK-USR-000037,SRID=4326;POINT(-121.461722 38.818304),SRID=4326;POINT(-121.475960 38.823891),2026-03-12 18:02:57
MOCK-USR-000038,SRID=4326;POINT(-76.940838 39.180178),SRID=4326;POINT(-76.926934 39.197178),2026-02-17 21:31:06
MOCK-USR-000039,SRID=4326;POINT(-96.914632 31.326436),SRID=4326;POINT(-96.926527 31.311735),2026-03-19 15:31:06
MOCK-USR-000040,SRID=4326;POINT(76.181698 12.121654),SRID=4326;POINT(76.178637 12.138927),2026-03-02 21:05:04
MOCK-USR-000041,SRID=4326;POINT(-6.943615 52.771877),SRID=4326;POINT(-6.958681 52.781636),2026-02-28 02:59:08
MOCK-USR-000042,SRID=4326;POINT(-78.018651 42.754562),SRID=4326;POINT(-78.032931 42.758525),2026-03-17 03:08:28
MOCK-USR-000043,SRID=4326;POINT(-122.407855 38.482940),SRID=4326;POINT(-122.415143 38.487993),2026-02-24 17:28:16
MOCK-USR-000044,SRID=4326;POINT(-77.835497 39.537428),SRID=4326;POINT(-77.815815 39.524579),2026-03-05 16:18:24
MOCK-USR-000045,SRID=4326;POINT(-97.876395 31.547039),SRID=4326;POINT(-97.883161 31.532073),2026-03-30 21:29:29
MOCK-USR-000046,SRID=4326;POINT(76.833681 12.227121),SRID=4326;POINT(76.815299 12.242787),2026-03-09 21:49:27
MOCK-USR-000047,SRID=4326;POINT(-6.983586 53.543485),SRID=4326;POINT(-6.983038 53.523627),2026-03-27 16:07:17
MOCK-USR-000048,SRID=4326;POINT(-78.174280 43.895483),SRID=4326;POINT(-78.162819 43.909663),2026-03-23 18:02:38
MOCK-USR-000049,SRID=4326;POINT(-122.737712 37.059794),SRID=4326;POINT(-122.736648 37.062590),2026-03-01 15:13:55
MOCK-USR-000050,SRID=4326;POINT(-77.467909 40.505948),SRID=4326;POINT(-77.450680 40.522604),2026-03-29 21:05:19
MOCK-USR-000051,SRID=4326;POINT(-99.078350 29.031793),SRID=4326;POINT(-99.091572 29.041415),2026-03-29 15:57:57
MOCK-USR-000052,SRID=4326;POINT(77.982430 11.816293),SRID=4326;POINT(77.964752 11.828349),2026-03-13 22:30:34
MOCK-USR-000053,SRID=4326;POINT(-6.501849 54.212885),SRID=4326;POINT(-6.482246 54.217320),2026-04-10 20:12:04
MOCK-USR-000054,SRID=4326;POINT(-79.699446 42.350766),SRID=4326;POINT(-79.709160 42.333207),2026-04-03 16:00:09
MOCK-USR-000055,SRID=4326;POINT(-121.803015 38.838211),SRID=4326;POINT(-121.809973 38.826531),2026-03-06 20:33:46
MOCK-USR-000056,SRID=4326;POINT(-76.378068 40.489006),SRID=4326;POINT(-76.383625 40.483634),2026-03-20 21:06:02
MOCK-USR-000057,SRID=4326;POINT(-97.083068 28.783498),SRID=4326;POINT(-97.078170 28.796854),2026-04-13 14:13:12
MOCK-USR-000058,SRID=4326;POINT(77.689617 13.501024),SRID=4326;POINT(77.697339 13.508946),2026-04-07 16:44:31
MOCK-USR-000059,SRID=4326;POINT(-5.845356 52.646598),SRID=4326;POINT(-5.846282 52.644899),2026-03-21 21:07:59
MOCK-USR-000060,SRID=4326;POINT(-79.596580 42.487356),SRID=4326;POINT(-79.598290 42.483560),2026-04-07 19:18:54
MOCK-USR-000061,SRID=4326;POINT(-120.514609 37.227732),SRID=4326;POINT(-120.498578 37.211497),2026-03-18 11:51:53
MOCK-USR-000062,SRID=4326;POINT(-78.190401 40.176788),SRID=4326;POINT(-78.190257 40.180336),2026-03-20 01:59:34
MOCK-USR-000063,SRID=4326;POINT(-98.674724 30.275868),SRID=4326;POINT(-98.688792 30.269160),2026-04-12 20:14:49
MOCK-USR-000064,SRID=4326;POINT(78.672867 14.201132),SRID=4326;POINT(78.687890 14.202349),2026-04-09 16:26:58
MOCK-USR-000065,SRID=4326;POINT(-5.835816 52.771813),SRID=4326;POINT(-5.826520 52.771511),2026-04-11 22:16:19
MOCK-USR-000066,SRID=4326;POINT(-80.419089 43.931667),SRID=4326;POINT(-80.400138 43.950360),2026-04-19 19:53:52
MOCK-USR-000067,SRID=4326;POINT(-121.750940 38.135551),SRID=4326;POINT(-121.740613 38.115837),2026-04-12 15:12:39
MOCK-USR-000068,SRID=4326;POINT(-77.386217 39.882914),SRID=4326;POINT(-77.391668 39.897759),2026-04-08 19:25:57
MOCK-USR-000069,SRID=4326;POINT(-98.301721 28.756824),SRID=4326;POINT(-98.286774 28.748423),2026-04-14 14:40:36
MOCK-USR-000070,SRID=4326;POINT(78.845169 11.543166),SRID=4326;POINT(78.861439 11.550270),2026-04-30 11:27:00
MOCK-USR-000071,SRID=4326;POINT(-5.269698 54.474459),SRID=4326;POINT(-5.252848 54.457635),2026-03-30 22:01:47
MOCK-USR-000072,SRID=4326;POINT(-80.686669 43.071272),SRID=4326;POINT(-80.692770 43.083810),2026-04-26 15:19:12
MOCK-USR-000073,SRID=4326;POINT(-120.536607 38.480932),SRID=4326;POINT(-120.527026 38.485808),2026-04-02 09:17:05
MOCK-USR-000074,SRID=4326;POINT(-77.526303 37.793200),SRID=4326;POINT(-77.524668 37.809063),2026-04-03 22:07:06
MOCK-USR-000075,SRID=4326;POINT(-96.966671 28.943653),SRID=4326;POINT(-96.980456 28.960558),2026-04-26 12:25:06
MOCK-USR-000076,SRID=4326;POINT(76.467377 13.768955),SRID=4326;POINT(76.478965 13.763928),2026-04-16 22:24:56
MOCK-USR-000077,SRID=4326;POINT(-6.142954 53.274566),SRID=4326;POINT(-6.130101 53.294160),2026-03-30 19:40:38
MOCK-USR-000078,SRID=4326;POINT(-78.231716 42.976281),SRID=4326;POINT(-78.236277 42.976925),2026-05-01 21:00:10
MOCK-USR-000079,SRID=4326;POINT(-122.788413 37.114391),SRID=4326;POINT(-122.769334 37.133209),2026-04-12 22:48:09
MOCK-USR-000080,SRID=4326;POINT(-76.825799 39.131677),SRID=4326;POINT(-76.814590 39.138575),2026-04-30 14:17:17
MOCK-USR-000081,SRID=4326;POINT(-98.325265 29.399907),SRID=4326;POINT(-98.317038 29.397847),2026-04-26 19:27:32
MOCK-USR-000082,SRID=4326;POINT(78.034802 14.455895),SRID=4326;POINT(78.026107 14.442054),2026-05-09 19:06:37
MOCK-USR-000083,SRID=4326;POINT(-6.227883 53.152922),SRID=4326;POINT(-6.225222 53.144039),2026-04-20 21:27:38
MOCK-USR-000084,SRID=4326;POINT(-80.199985 42.520760),SRID=4326;POINT(-80.202670 42.523588),2026-04-08 21:57:40
MOCK-USR-000085,SRID=4326;POINT(-121.645874 36.832946),SRID=4326;POINT(-121.649348 36.832492),2026-05-08 18:38:52
MOCK-USR-000086,SRID=4326;POINT(-78.352694 38.240404),SRID=4326;POINT(-78.349869 38.228042),2026-04-10 14:22:15
MOCK-USR-000087,SRID=4326;POINT(-97.372581 29.000777),SRID=4326;POINT(-97.357473 28.989596),2026-04-28 17:44:00
MOCK-USR-000088,SRID=4326;POINT(78.831040 12.172297),SRID=4326;POINT(78.828574 12.156348),2026-04-21 23:18:38
MOCK-USR-000089,SRID=4326;POINT(-7.526220 54.420404),SRID=4326;POINT(-7.544070 54.411754),2026-05-06 01:04:36
MOCK-USR-000090,SRID=4326;POINT(-78.874951 42.844166),SRID=4326;POINT(-78.887060 42.856281),2026-05-06 17:02:17
MOCK-USR-000091,SRID=4326;POINT(-123.013781 36.451431),SRID=4326;POINT(-123.009096 36.458356),2026-04-12 18:01:18
MOCK-USR-000092,SRID=4326;POINT(-77.291097 40.388707),SRID=4326;POINT(-77.287209 40.375042),2026-04-14 22:58:33
MOCK-USR-000093,SRID=4326;POINT(-96.902974 30.177704),SRID=4326;POINT(-96.915075 30.193900),2026-05-05 19:17:20
MOCK-USR-000094,SRID=4326;POINT(76.664190 13.868630),SRID=4326;POINT(76.682307 13.868877),2026-05-15 14:44:29
MOCK-USR-000095,SRID=4326;POINT(-6.451923 52.145286),SRID=4326;POINT(-6.440884 52.161177),2026-05-05 15:08:06
MOCK-USR-000096,SRID=4326;POINT(-79.494354 43.416481),SRID=4326;POINT(-79.506845 43.407516),2026-04-19 21:00:59
MOCK-USR-000097,SRID=4326;POINT(-121.401450 38.030347),SRID=4326;POINT(-121.393621 38.048427),2026-05-26 19:21:44
MOCK-USR-000098,SRID=4326;POINT(-78.713498 40.468001),SRID=4326;POINT(-78.711926 40.482491),2026-04-27 17:20:55
MOCK-USR-000099,SRID=4326;POINT(-98.225477 29.984149),SRID=4326;POINT(-98.215098 29.983278),2026-05-06 21:42:31
MOCK-USR-000100,SRID=4326;POINT(76.850179 14.056649),SRID=4326;POINT(76.839531 14.072977),2026-05-05 13:22:35
MOCK-USR-000101,SRID=4326;POINT(-6.451451 52.431909),SRID=4326;POINT(-6.439950 52.432125),2026-05-15 22:13:29
MOCK-USR-000102,SRID=4326;POINT(-80.046674 43.430664),SRID=4326;POINT(-80.057138 43.418104),2026-05-12 00:54:20
MOCK-USR-000103,SRID=4326;POINT(-120.610432 36.581163),SRID=4326;POINT(-120.595635 36.596936),2026-06-01 22:24:28
MOCK-USR-000104,SRID=4326;POINT(-76.412417 38.838119),SRID=4326;POINT(-76.409341 38.855373),2026-05-30 20:19:55
MOCK-USR-000105,SRID=4326;POINT(-99.079141 30.406814),SRID=4326;POINT(-99.068763 30.397013),2026-04-26 23:11:17
MOCK-USR-000106,SRID=4326;POINT(78.616919 14.469783),SRID=4326;POINT(78.599841 14.479160),2026-05-09 12:22:27
MOCK-USR-000107,SRID=4326;POINT(-4.987694 54.743954),SRID=4326;POINT(-4.985348 54.750605),2026-05-21 20:06:03
MOCK-USR-000108,SRID=4326;POINT(-80.411863 44.667989),SRID=4326;POINT(-80.402900 44.680923),2026-05-25 19:31:33
MOCK-USR-000109,SRID=4326;POINT(-122.747494 37.324352),SRID=4326;POINT(-122.736277 37.305993),2026-06-04 13:57:02
MOCK-USR-000110,SRID=4326;POINT(-78.794262 38.722265),SRID=4326;POINT(-78.809566 38.731247),2026-05-06 18:25:25
MOCK-USR-000111,SRID=4326;POINT(-96.276173 29.908885),SRID=4326;POINT(-96.264401 29.918154),2026-05-19 16:22:40
MOCK-USR-000112,SRID=4326;POINT(78.430485 12.281372),SRID=4326;POINT(78.422467 12.281242),2026-05-17 18:47:19
MOCK-USR-000113,SRID=4326;POINT(-6.501116 53.191226),SRID=4326;POINT(-6.517111 53.203732),2026-06-02 17:00:42
MOCK-USR-000114,SRID=4326;POINT(-77.933202 45.005750),SRID=4326;POINT(-77.916281 45.015196),2026-05-05 00:48:54
MOCK-USR-000115,SRID=4326;POINT(-121.236185 37.533210),SRID=4326;POINT(-121.226085 37.533677),2026-05-06 14:02:52
MOCK-USR-000116,SRID=4326;POINT(-78.109898 38.015004),SRID=4326;POINT(-78.095761 38.028312),2026-05-27 17:06:19
MOCK-USR-000117,SRID=4326;POINT(-97.507976 31.674596),SRID=4326;POINT(-97.514512 31.672768),2026-05-07 18:23:29
MOCK-USR-000118,SRID=4326;POINT(78.335109 13.086967),SRID=4326;POINT(78.328551 13.086254),2026-05-26 02:30:07
MOCK-USR-000119,SRID=4326;POINT(-6.022273 52.054134),SRID=4326;POINT(-6.036523 52.034989),2026-06-09 19:09:22
MOCK-USR-000120,SRID=4326;POINT(-78.316202 43.665345),SRID=4326;POINT(-78.310579 43.646413),2026-06-03 11:12:58
MOCK-USR-000121,SRID=4326;POINT(-120.465366 36.345577),SRID=4326;POINT(-120.481334 36.338425),2026-05-22 20:56:33
MOCK-USR-000122,SRID=4326;POINT(-78.435428 37.802001),SRID=4326;POINT(-78.438994 37.808754),2026-05-14 21:19:12
MOCK-USR-000123,SRID=4326;POINT(-97.185598 30.549334),SRID=4326;POINT(-97.197412 30.564415),2026-06-04 22:50:50
MOCK-USR-000124,SRID=4326;POINT(76.410645 12.170913),SRID=4326;POINT(76.424760 12.153823),2026-06-02 03:09:33
MOCK-USR-000125,SRID=4326;POINT(-7.021444 54.522052),SRID=4326;POINT(-7.033435 54.530521),2026-05-28 13:29:02
MOCK-USR-000126,SRID=4326;POINT(-79.067445 43.955820),SRID=4326;POINT(-79.047649 43.956285),2026-05-16 14:42:53
MOCK-USR-000127,SRID=4326;POINT(-121.629909 37.072292),SRID=4326;POINT(-121.644270 37.080961),2026-05-26 20:49:35
MOCK-USR-000128,SRID=4326;POINT(-76.207440 39.134262),SRID=4326;POINT(-76.204722 39.124940),2026-05-20 17:18:14
MOCK-USR-000129,SRID=4326;POINT(-97.114152 29.413094),SRID=4326;POINT(-97.109601 29.405954),2026-06-04 19:57:06
MOCK-USR-000130,SRID=4326;POINT(77.277393 12.190913),SRID=4326;POINT(77.262356 12.193480),2026-06-01 22:08:43
MOCK-USR-000131,SRID=4326;POINT(-6.873628 53.835055),SRID=4326;POINT(-6.857052 53.843012),2026-06-20 02:59:40
MOCK-USR-000132,SRID=4326;POINT(-78.626821 43.096088),SRID=4326;POINT(-78.610663 43.082734),2026-06-12 01:28:44
MOCK-USR-000133,SRID=4326;POINT(-122.001580 36.080657),SRID=4326;POINT(-121.998687 36.081922),2026-05-24 23:26:29
MOCK-USR-000134,SRID=4326;POINT(-75.997481 40.494285),SRID=4326;POINT(-75.983105 40.510748),2026-06-30 21:50:15
MOCK-USR-000135,SRID=4326;POINT(-98.581271 28.995365),SRID=4326;POINT(-98.596384 28.979369),2026-06-19 11:48:54
MOCK-USR-000136,SRID=4326;POINT(78.879732 12.273677),SRID=4326;POINT(78.864735 12.261378),2026-05-31 16:53:03
MOCK-USR-000137,SRID=4326;POINT(-5.089545 54.462885),SRID=4326;POINT(-5.093319 54.478603),2026-06-17 13:36:30
MOCK-USR-000138,SRID=4326;POINT(-80.396205 43.239500),SRID=4326;POINT(-80.404883 43.239068),2026-07-02 19:33:09
MOCK-USR-000139,SRID=4326;POINT(-121.265786 38.323206),SRID=4326;POINT(-121.251977 38.317619),2026-05-30 02:19:46
MOCK-USR-000140,SRID=4326;POINT(-76.057538 39.368939),SRID=4326;POINT(-76.043659 39.386253),2026-06-14 13:33:06
MOCK-USR-000141,SRID=4326;POINT(-99.252523 30.705578),SRID=4326;POINT(-99.248152 30.705345),2026-06-30 12:19:25
MOCK-USR-000142,SRID=4326;POINT(77.026107 13.943997),SRID=4326;POINT(77.013239 13.942128),2026-07-10 20:28:54
MOCK-USR-000143,SRID=4326;POINT(-4.922596 53.823300),SRID=4326;POINT(-4.935338 53.835907),2026-07-05 03:15:10
MOCK-USR-000144,SRID=4326;POINT(-80.554085 42.529672),SRID=4326;POINT(-80.538086 42.538094),2026-06-21 00:31:23
MOCK-USR-000145,SRID=4326;POINT(-121.696098 36.151016),SRID=4326;POINT(-121.708638 36.152457),2026-07-03 12:01:18
MOCK-USR-000146,SRID=4326;POINT(-77.196445 38.356808),SRID=4326;POINT(-77.202250 38.364698),2026-06-08 00:39:28
MOCK-USR-000147,SRID=4326;POINT(-98.643157 30.956727),SRID=4326;POINT(-98.634234 30.947805),2026-07-08 14:22:32
MOCK-USR-000148,SRID=4326;POINT(76.881436 13.360869),SRID=4326;POINT(76.898925 13.365244),2026-07-14 00:09:22
MOCK-USR-000149,SRID=4326;POINT(-5.011373 53.298566),SRID=4326;POINT(-5.022771 53.312965),2026-07-03 20:19:59
MOCK-USR-000150,SRID=4326;POINT(-80.598727 44.711542),SRID=4326;POINT(-80.597597 44.716481),2026-07-12 03:11:36
MOCK-USR-000151,SRID=4326;POINT(-122.541164 37.098035),SRID=4326;POINT(-122.544393 37.094481),2026-07-05 19:39:53
MOCK-USR-000152,SRID=4326;POINT(-76.669059 37.513500),SRID=4326;POINT(-76.652920 37.527133),2026-07-11 15:31:59
MOCK-USR-000153,SRID=4326;POINT(-98.419048 30.706477),SRID=4326;POINT(-98.428354 30.694135),2026-06-23 18:06:57
MOCK-USR-000154,SRID=4326;POINT(77.749321 13.693217),SRID=4326;POINT(77.744844 13.710642),2026-06-17 17:02:54
MOCK-USR-000155,SRID=4326;POINT(-7.707957 53.162289),SRID=4326;POINT(-7.724899 53.148662),2026-07-12 20:06:44
MOCK-USR-000156,SRID=4326;POINT(-78.237809 42.359184),SRID=4326;POINT(-78.225637 42.356925),2026-07-03 19:28:43
MOCK-USR-000157,SRID=4326;POINT(-121.757457 38.544611),SRID=4326;POINT(-121.769804 38.532058),2026-06-17 13:05:37
MOCK-USR-000158,SRID=4326;POINT(-77.226888 40.045529),SRID=4326;POINT(-77.221270 40.029797),2026-06-21 20:36:34
MOCK-USR-000159,SRID=4326;POINT(-98.841275 29.209039),SRID=4326;POINT(-98.846964 29.192599),2026-07-01 23:12:53
MOCK-USR-000160,SRID=4326;POINT(78.797070 12.412416),SRID=4326;POINT(78.782933 12.396426),2026-07-29 16:28:27
MOCK-USR-000161,SRID=4326;POINT(-5.173353 54.245693),SRID=4326;POINT(-5.174043 54.260606),2026-07-04 10:07:31
MOCK-USR-000162,SRID=4326;POINT(-80.245490 44.845024),SRID=4326;POINT(-80.263115 44.856063),2026-07-13 14:24:45
MOCK-USR-000163,SRID=4326;POINT(-123.097070 36.600658),SRID=4326;POINT(-123.098447 36.609136),2026-07-31 20:54:33
MOCK-USR-000164,SRID=4326;POINT(-76.312205 39.874721),SRID=4326;POINT(-76.327877 39.872883),2026-07-09 18:30:59
MOCK-USR-000165,SRID=4326;POINT(-97.370310 29.946289),SRID=4326;POINT(-97.385831 29.958268),2026-07-29 14:08:13
MOCK-USR-000166,SRID=4326;POINT(78.883468 11.975841),SRID=4326;POINT(78.894043 11.960710),2026-08-03 10:51:36
MOCK-USR-000167,SRID=4326;POINT(-4.847865 54.431017),SRID=4326;POINT(-4.857436 54.434368),2026-07-26 12:56:35
MOCK-USR-000168,SRID=4326;POINT(-78.266142 44.553170),SRID=4326;POINT(-78.266447 44.571746),2026-07-27 23:22:27
MOCK-USR-000169,SRID=4326;POINT(-121.136770 35.918562),SRID=4326;POINT(-121.154020 35.929452),2026-07-10 17:49:50
MOCK-USR-000170,SRID=4326;POINT(-76.221465 38.554188),SRID=4326;POINT(-76.202189 38.546844),2026-07-23 18:03:24
MOCK-USR-000171,SRID=4326;POINT(-96.657780 31.155199),SRID=4326;POINT(-96.655298 31.169688),2026-07-22 21:57:23
MOCK-USR-000172,SRID=4326;POINT(76.903781 13.883962),SRID=4326;POINT(76.920101 13.894436),2026-08-04 09:14:26
MOCK-USR-000173,SRID=4326;POINT(-7.452614 54.250173),SRID=4326;POINT(-7.465119 54.241380),2026-07-30 12:03:08
MOCK-USR-000174,SRID=4326;POINT(-78.302955 44.760752),SRID=4326;POINT(-78.318572 44.756656),2026-07-28 20:08:38
MOCK-USR-000175,SRID=4326;POINT(-120.909610 36.498011),SRID=4326;POINT(-120.927145 36.514956),2026-07-26 15:31:45
MOCK-USR-000176,SRID=4326;POINT(-78.081608 38.916000),SRID=4326;POINT(-78.083664 38.921323),2026-07-23 00:15:33
MOCK-USR-000177,SRID=4326;POINT(-98.544090 31.147262),SRID=4326;POINT(-98.560107 31.165102),2026-07-11 21:31:17
MOCK-USR-000178,SRID=4326;POINT(76.686672 11.568156),SRID=4326;POINT(76.694475 11.567316),2026-07-30 19:13:07
MOCK-USR-000179,SRID=4326;POINT(-5.172567 52.804349),SRID=4326;POINT(-5.183135 52.806738),2026-07-10 14:01:31
MOCK-USR-000180,SRID=4326;POINT(-80.069395 45.053632),SRID=4326;POINT(-80.052774 45.040545),2026-08-02 20:54:39
MOCK-USR-000181,SRID=4326;POINT(-122.205332 37.731537),SRID=4326;POINT(-122.194310 37.733776),2026-08-06 23:11:42
MOCK-USR-000182,SRID=4326;POINT(-77.396532 40.462047),SRID=4326;POINT(-77.390444 40.460385),2026-08-01 13:58:38
MOCK-USR-000183,SRID=4326;POINT(-98.897980 31.613816),SRID=4326;POINT(-98.891617 31.603526),2026-08-08 18:27:55
MOCK-USR-000184,SRID=4326;POINT(76.650800 14.419345),SRID=4326;POINT(76.633501 14.401246),2026-08-11 19:54:34
MOCK-USR-000185,SRID=4326;POINT(-6.973301 54.742516),SRID=4326;POINT(-6.959803 54.741759),2026-07-29 17:29:47
MOCK-USR-000186,SRID=4326;POINT(-79.601691 42.510175),SRID=4326;POINT(-79.592667 42.502871),2026-08-02 17:49:34
MOCK-USR-000187,SRID=4326;POINT(-122.482202 38.019071),SRID=4326;POINT(-122.472952 38.028100),2026-08-23 13:50:41
MOCK-USR-000188,SRID=4326;POINT(-77.458444 39.332725),SRID=4326;POINT(-77.449025 39.339885),2026-07-18 18:28:29
MOCK-USR-000189,SRID=4326;POINT(-97.535606 29.887667),SRID=4326;POINT(-97.541116 29.893318),2026-07-21 18:13:26
MOCK-USR-000190,SRID=4326;POINT(78.210137 12.214916),SRID=4326;POINT(78.227576 12.222355),2026-08-05 15:16:49
MOCK-USR-000191,SRID=4326;POINT(-5.020066 51.882231),SRID=4326;POINT(-5.005942 51.877017),2026-01-15 19:41:03
MOCK-USR-000192,SRID=4326;POINT(-78.746242 43.778101),SRID=4326;POINT(-78.743855 43.777832),2026-01-16 14:02:35
MOCK-USR-000193,SRID=4326;POINT(-121.364251 38.110164),SRID=4326;POINT(-121.344896 38.091152),2026-01-05 17:34:45
MOCK-USR-000194,SRID=4326;POINT(-78.802389 38.625200),SRID=4326;POINT(-78.802830 38.627448),2026-02-09 17:13:20
MOCK-USR-000195,SRID=4326;POINT(-98.244580 30.762517),SRID=4326;POINT(-98.241639 30.779661),2026-01-25 18:09:01
MOCK-USR-000196,SRID=4326;POINT(78.631962 12.409525),SRID=4326;POINT(78.633134 12.403446),2026-01-16 18:39:01
MOCK-USR-000197,SRID=4326;POINT(-6.852493 53.998215),SRID=4326;POINT(-6.833514 53.981740),2026-01-28 02:13:51
MOCK-USR-000198,SRID=4326;POINT(-79.634985 43.105339),SRID=4326;POINT(-79.643498 43.094000),2026-02-14 12:24:53
MOCK-USR-000199,SRID=4326;POINT(-122.514361 37.065329),SRID=4326;POINT(-122.520330 37.054825),2026-02-14 18:59:14
MOCK-USR-000200,SRID=4326;POINT(-77.716683 37.964890),SRID=4326;POINT(-77.718242 37.955532),2026-02-12 10:54:56
MOCK-USR-000201,SRID=4326;POINT(-97.208917 31.595531),SRID=4326;POINT(-97.201594 31.594717),2026-01-29 15:53:36
MOCK-USR-000202,SRID=4326;POINT(77.948321 14.188837),SRID=4326;POINT(77.959085 14.169738),2026-01-27 21:47:07
MOCK-USR-000203,SRID=4326;POINT(-6.099595 52.761093),SRID=4326;POINT(-6.093674 52.766618),2026-02-06 00:04:58
MOCK-USR-000204,SRID=4326;POINT(-80.022747 42.157485),SRID=4326;POINT(-80.025521 42.160731),2026-01-29 17:59:34
MOCK-USR-000205,SRID=4326;POINT(-121.624558 37.142532),SRID=4326;POINT(-121.636392 37.138310),2026-01-20 20:20:07
MOCK-USR-000206,SRID=4326;POINT(-77.558135 39.506219),SRID=4326;POINT(-77.563440 39.503178),2026-02-14 12:57:11
