user_id,cat_id,skill_level,created_at,last_updated_at
3de28859-51b1-943c-1b2e-dedb8fc85fc0,4.1,EXPERT,2024-06-05 22:43:51,2024-06-18 14:36:03
3de28859-51b1-943c-1b2e-dedb8fc85fc0,4,BEGINNER,2024-06-13 10:14:48,2024-07-02 09:58:25
3de28859-51b1-943c-1b2e-dedb8fc85fc0,1.3,INTERMEDIATE,2024-06-07 17:35:18,2024-06-12 22:47:34
3de28859-51b1-943c-1b2e-dedb8fc85fc0,2.1,BEGINNER,2024-06-22 05:39:30,2024-08-05 09:24:18
7eb162f1-4806-f804-0cf0-374c0c74dc0f,3.2,EXPERT,2025-04-10 21:06:41,2025-05-21 15:25:19
7eb162f1-4806-f804-0cf0-374c0c74dc0f,6,INTERMEDIATE,2025-04-03 10:14:29,2025-04-30 19:06:51
8255da61-9a3b-0319-32f5-751024eeb4a6,1,EXPERT,2024-12-09 03:04:51,2025-02-05 02:08:30
8255da61-9a3b-0319-32f5-751024eeb4a6,4.3,BEGINNER,2024-12-10 22:22:26,2025-01-25 12:23:13
8255da61-9a3b-0319-32f5-751024eeb4a6,5.1,BEGINNER,2024-12-18 19:23:27,2025-02-15 07:08:10
8255da61-9a3b-0319-32f5-751024eeb4a6,3.1,EXPERT,2024-12-26 09:20:22,2025-01-15 23:43:09
8255da61-9a3b-0319-32f5-751024eeb4a6,2,INTERMEDIATE,2024-12-19 15:53:17,2025-01-20 02:28:04
df41e335-b9ae-d8e4-e615-99c8cbf81f86,3.1,EXPERT,2025-09-07 14:41:15,2025-11-03 05:02:14
df41e335-b9ae-d8e4-e615-99c8cbf81f86,1.2,EXPERT,2025-08-30 17:42:55,2025-09-09 17:31:19
ff84faef-5336-723b-8f96-468535145890,2.4,BEGINNER,2024-07-22 10:23:29,2024-08-31 14:48:52
e5508ea2-6133-a34d-8b0e-8eb1ad371d9e,3.2,EXPERT,2024-10-22 19:35:31,2024-11-09 05:47:32
e5508ea2-6133-a34d-8b0e-8eb1ad371d9e,3,INTERMEDIATE,2024-11-03 12:25:15,2024-12-28 05:42:29
e5508ea2-6133-a34d-8b0e-8eb1ad371d9e,4,EXPERT,2024-11-07 02:51:53,2024-12-04 16:46:03
e5508ea2-6133-a34d-8b0e-8eb1ad371d9e,2.2,ADVANCED,2024-11-12 08:27:28,2024-11-16 19:12:58
01539221-2331-0a28-c550-eca8ae62990c,4.2,INTERMEDIATE,2024-08-23 10:11:31,2024-09-19 01:11:50
01539221-2331-0a28-c550-eca8ae62990c,10,INTERMEDIATE,2024-08-03 14:40:01,2024-09-12 04:19:08
8639bd41-8b15-bd94-a42d-0cd7fd359f6a,5.1,INTERMEDIATE,2024-07-18 12:49:33,2024-08-13 20:02:53
8639bd41-8b15-bd94-a42d-0cd7fd359f6a,6.1,ADVANCED,2024-08-14 23:02:08,2024-10-11 14:52:25
8639bd41-8b15-bd94-a42d-0cd7fd359f6a,6.3,INTERMEDIATE,2024-08-03 23:05:22,2024-09-30 03:26:12
8639bd41-8b15-bd94-a42d-0cd7fd359f6a,2.4,EXPERT,2024-08-08 07:00:25,2024-09-29 14:32:01
8639bd41-8b15-bd94-a42d-0cd7fd359f6a,9,INTERMEDIATE,2024-08-13 12:41:42,2024-10-08 16:06:30
725d4259-3c4b-1eec-6231-ee7342c2d2eb,6,ADVANCED,2025-08-29 08:33:45,2025-09-26 21:22:57
725d4259-3c4b-1eec-6231-ee7342c2d2eb,2.1,INTERMEDIATE,2025-08-31 13:40:35,2025-10-19 15:10:50
725d4259-3c4b-1eec-6231-ee7342c2d2eb,10,INTERMEDIATE,2025-08-29 09:37:03,2025-10-21 05:07:38
725d4259-3c4b-1eec-6231-ee7342c2d2eb,9.1,INTERMEDIATE,2025-09-03 17:37:12,2025-09-24 13:33:46
725d4259-3c4b-1eec-6231-ee7342c2d2eb,8.2,BEGINNER,2025-09-05 05:29:40,2025-10-14 00:36:58
899ac252-c1e1-b94a-7888-3058e9ad0e9b,10,BEGINNER,2025-04-12 09:35:47,2025-05-10 08:28:41
899ac252-c1e1-b94a-7888-3058e9ad0e9b,9.2,EXPERT,2025-04-12 09:58:32,2025-04-30 10:00:13
0ec7d662-905c-7bdd-74f0-beae6a5943ce,6.3,EXPERT,2024-10-01 14:15:53,2024-10-26 07:26:31
649f7d88-8989-c5ab-fe2b-34d82db0728d,2.2,INTERMEDIATE,2024-11-10 06:29:24,2024-12-09 15:40:01
649f7d88-8989-c5ab-fe2b-34d82db0728d,5,ADVANCED,2024-11-11 23:50:49,2025-01-06 10:26:19
649f7d88-8989-c5ab-fe2b-34d82db0728d,8.2,EXPERT,2024-11-06 10:37:32,2024-12-01 03:39:12
3ea6e5b2-0c76-0d28-df49-5037b40a9181,7.1,BEGINNER,2025-07-25 17:30:13,2025-08-15 12:18:49
3ea6e5b2-0c76-0d28-df49-5037b40a9181,3.2,BEGINNER,2025-08-04 07:52:41,2025-09-19 06:01:12
3ea6e5b2-0c76-0d28-df49-5037b40a9181,6,INTERMEDIATE,2025-08-04 17:57:04,2025-08-11 10:07:49
f8e8035b-0c00-988a-7ee1-011a8e4c3ab5,6.3,BEGINNER,2025-03-05 23:24:50,2025-03-27 01:56:15
30c36756-d453-f867-b97e-6224891f6912,7.2,BEGINNER,2024-08-07 10:14:52,2024-08-14 18:29:07
30c36756-d453-f867-b97e-6224891f6912,7.1,INTERMEDIATE,2024-08-02 01:21:43,2024-08-05 22:15:27
30c36756-d453-f867-b97e-6224891f6912,3,INTERMEDIATE,2024-07-27 04:48:56,2024-09-13 11:58:51
30c36756-d453-f867-b97e-6224891f6912,10.2,BEGINNER,2024-07-28 14:07:06,2024-09-15 10:49:31
30c36756-d453-f867-b97e-6224891f6912,2.1,BEGINNER,2024-07-28 13:17:43,2024-09-09 12:02:09
5c11ab6d-42f5-b3f5-4ef4-c34d5bf86f3c,3.3,BEGINNER,2024-12-11 16:36:34,2025-01-18 07:36:56
bb96f602-2b11-5c36-75f8-e3a87d97ac0f,6.3,ADVANCED,2025-05-20 07:59:54,2025-06-30 07:39:12
bb96f602-2b11-5c36-75f8-e3a87d97ac0f,9.2,ADVANCED,2025-06-02 02:31:20,2025-06-12 09:19:58
bb96f602-2b11-5c36-75f8-e3a87d97ac0f,3.1,ADVANCED,2025-05-25 21:19:53,2025-06-11 09:27:34
bb96f602-2b11-5c36-75f8-e3a87d97ac0f,7.1,EXPERT,2025-05-29 15:27:34,2025-07-10 13:00:23
bb96f602-2b11-5c36-75f8-e3a87d97ac0f,4,INTERMEDIATE,2025-05-21 20:05:58,2025-06-14 23:53:57
694d7b00-8d38-8327-883f-13c601b158e9,5.2,INTERMEDIATE,2024-11-18 04:25:11,2024-12-11 18:28:52
694d7b00-8d38-8327-883f-13c601b158e9,4,INTERMEDIATE,2024-11-07 17:46:24,2024-11-09 02:46:37
61177270-67c0-518b-17ef-a621081c79d4,4,EXPERT,2024-04-18 11:23:52,2024-05-26 17:22:23
61177270-67c0-518b-17ef-a621081c79d4,9.1,BEGINNER,2024-04-12 20:13:17,2024-05-25 03:17:56
61177270-67c0-518b-17ef-a621081c79d4,7,ADVANCED,2024-04-23 01:48:28,2024-06-01 03:42:28
4c9d6907-13b2-2cec-edca-bf9465f6ba53,5.2,INTERMEDIATE,2024-12-20 10:35:23,2024-12-30 13:38:46
2f8c83e5-6e8d-9644-601b-fbcbf0eebcce,8,BEGINNER,2024-03-18 19:43:50,2024-03-20 05:32:52
2f8c83e5-6e8d-9644-601b-fbcbf0eebcce,6.3,BEGINNER,2024-03-25 15:33:38,2024-05-23 21:41:36
c8d0f9e5-9919-65ea-98d0-0c2c17d30f32,3.2,ADVANCED,2025-02-24 19:16:52,2025-04-22 14:01:27
c8d0f9e5-9919-65ea-98d0-0c2c17d30f32,1,INTERMEDIATE,2025-02-09 12:31:33,2025-03-11 15:18:17
c8d0f9e5-9919-65ea-98d0-0c2c17d30f32,2.3,EXPERT,2025-02-07 14:12:40,2025-03-03 14:15:11
c8d0f9e5-9919-65ea-98d0-0c2c17d30f32,2.1,BEGINNER,2025-02-28 02:13:08,2025-02-28 21:10:10
4dfe1117-22af-711f-1b62-8a9d75366b9f,5.1,EXPERT,2025-04-21 03:29:34,2025-05-08 09:45:18
4dfe1117-22af-711f-1b62-8a9d75366b9f,9,EXPERT,2025-04-20 20:08:54,2025-06-15 15:02:48
4dfe1117-22af-711f-1b62-8a9d75366b9f,3.3,BEGINNER,2025-04-13 17:59:42,2025-04-28 16:54:29
06e3f949-8cd3-4c62-c482-9b71ae84b81c,6.3,INTERMEDIATE,2024-04-07 14:17:41,2024-05-01 12:15:04
06e3f949-8cd3-4c62-c482-9b71ae84b81c,2.1,ADVANCED,2024-03-22 22:23:53,2024-04-18 04:01:18
06e3f949-8cd3-4c62-c482-9b71ae84b81c,8.2,EXPERT,2024-03-26 10:32:49,2024-04-05 08:21:45
a5a1c825-2a95-28c3-5ae1-dbadaa2960fd,7.2,INTERMEDIATE,2025-04-13 16:22:05,2025-05-06 12:51:33
a5a1c825-2a95-28c3-5ae1-dbadaa2960fd,6.3,ADVANCED,2025-04-13 13:21:38,2025-06-11 09:31:16
a5a1c825-2a95-28c3-5ae1-dbadaa2960fd,8,INTERMEDIATE,2025-04-03 08:53:53,2025-04-14 03:02:45
a5a1c825-2a95-28c3-5ae1-dbadaa2960fd,2.1,BEGINNER,2025-04-12 10:25:11,2025-06-04 00:21:18
a5a1c825-2a95-28c3-5ae1-dbadaa2960fd,4.3,INTERMEDIATE,2025-04-01 15:36:06,2025-04-18 09:18:16
7490adeb-57d3-37d3-4fd8-0bbb592c1107,9.1,EXPERT,2025-05-26 00:04:45,2025-06-20 16:47:37
7490adeb-57d3-37d3-4fd8-0bbb592c1107,2.3,INTERMEDIATE,2025-05-10 06:51:33,2025-06-06 05:39:39
7490adeb-57d3-37d3-4fd8-0bbb592c1107,6,INTERMEDIATE,2025-05-23 08:57:55,2025-07-16 07:55:43
6544e313-6ea0-5d13-a845-54c3a3f66c61,9.2,INTERMEDIATE,2024-01-31 10:44:22,2024-03-29 13:28:41
b4bba73f-ac70-51d1-d051-267f2c2ac34b,5.2,INTERMEDIATE,2024-12-16 18:16:20,2024-12-18 03:23:33
b4bba73f-ac70-51d1-d051-267f2c2ac34b,4,ADVANCED,2024-12-13 09:19:23,2024-12-29 23:26:50
b4bba73f-ac70-51d1-d051-267f2c2ac34b,10.1,ADVANCED,2024-12-08 00:16:03,2025-01-15 09:37:27
b4bba73f-ac70-51d1-d051-267f2c2ac34b,2.2,BEGINNER,2024-11-22 21:42:58,2024-12-30 13:23:37
f3abea0d-5be9-fdb3-dd92-dd7c0db977a9,1.2,BEGINNER,2025-07-30 10:26:01,2025-09-23 23:14:35
f3abea0d-5be9-fdb3-dd92-dd7c0db977a9,9.1,BEGINNER,2025-08-13 00:19:10,2025-10-08 12:02:41
f3abea0d-5be9-fdb3-dd92-dd7c0db977a9,6,BEGINNER,2025-08-11 03:13:19,2025-10-07 05:43:35
f3abea0d-5be9-fdb3-dd92-dd7c0db977a9,6.2,EXPERT,2025-08-01 09:28:24,2025-09-16 06:27:30
fdab3441-d2c2-a960-8b09-01abc66dceb3,6.1,EXPERT,2024-04-25 18:29:30,2024-06-10 08:43:09
fdab3441-d2c2-a960-8b09-01abc66dceb3,4.2,EXPERT,2024-04-18 09:36:49,2024-05-26 07:25:50
fdab3441-d2c2-a960-8b09-01abc66dceb3,9,BEGINNER,2024-04-18 01:05:10,2024-05-05 23:41:34
fdab3441-d2c2-a960-8b09-01abc66dceb3,1.2,EXPERT,2024-04-24 03:01:25,2024-05-27 18:13:22
98cbaa52-47f5-3019-8843-8de259cf0b0d,3.1,INTERMEDIATE,2025-08-29 04:21:39,2025-10-11 09:14:43
98cbaa52-47f5-3019-8843-8de259cf0b0d,1.2,INTERMEDIATE,2025-08-25 09:09:32,2025-09-19 09:01:13
98cbaa52-47f5-3019-8843-8de259cf0b0d,5.1,EXPERT,2025-09-03 05:56:51,2025-09-14 13:18:46
e097dedb-efb3-b939-b1d8-18874739cc7b,8.1,EXPERT,2024-01-07 13:13:54,2024-02-24 08:49:55
e097dedb-efb3-b939-b1d8-18874739cc7b,2.3,ADVANCED,2024-01-19 19:56:30,2024-02-15 20:42:03
1fce01e3-042b-03ca-75a7-2686d6321d31,2.2,ADVANCED,2025-03-28 09:29:25,2025-04-01 11:34:41
1fce01e3-042b-03ca-75a7-2686d6321d31,7.2,INTERMEDIATE,2025-03-30 04:17:56,2025-04-14 08:24:57
1fce01e3-042b-03ca-75a7-2686d6321d31,9,ADVANCED,2025-03-17 09:56:40,2025-03-30 00:39:14
1fce01e3-042b-03ca-75a7-2686d6321d31,1.2,EXPERT,2025-04-01 00:15:02,2025-05-21 21:26:39
1fce01e3-042b-03ca-75a7-2686d6321d31,5,EXPERT,2025-03-18 08:47:12,2025-03-30 13:06:20
84fa4c72-39e7-a4f1-97fb-613a21f89d06,6.3,BEGINNER,2024-05-05 15:34:08,2024-05-13 08:16:25
afc2ccfc-9db7-284b-6965-d1d1eb7e2e64,2.4,EXPERT,2024-06-03 19:37:37,2024-06-16 17:08:07
afc2ccfc-9db7-284b-6965-d1d1eb7e2e64,6,BEGINNER,2024-05-13 06:57:48,2024-06-18 03:38:22
afc2ccfc-9db7-284b-6965-d1d1eb7e2e64,4.2,BEGINNER,2024-05-12 00:55:18,2024-06-13 05:51:06
980bc81e-a359-5d1f-7fe4-a42e3db788a6,9.2,EXPERT,2025-02-21 17:20:03,2025-03-17 01:12:19
980bc81e-a359-5d1f-7fe4-a42e3db788a6,2,ADVANCED,2025-02-02 16:29:18,2025-02-23 04:30:30
980bc81e-a359-5d1f-7fe4-a42e3db788a6,3.1,INTERMEDIATE,2025-02-13 18:05:16,2025-04-10 01:53:14
980bc81e-a359-5d1f-7fe4-a42e3db788a6,4.2,INTERMEDIATE,2025-02-16 23:16:55,2025-04-14 12:58:50
3404c02a-ebc1-bb52-82e4-dd4a143ac1c5,10,BEGINNER,2025-09-08 08:16:31,2025-09-09 21:21:06
3404c02a-ebc1-bb52-82e4-dd4a143ac1c5,5.1,ADVANCED,2025-09-15 10:38:34,2025-09-17 21:55:59
d28fcf68-c871-d7b3-8468-b74d85e3ade5,6.1,INTERMEDIATE,2024-11-01 18:50:37,2024-12-04 10:15:25
d28fcf68-c871-d7b3-8468-b74d85e3ade5,5.2,BEGINNER,2024-10-18 19:01:51,2024-11-19 05:36:24
d28fcf68-c871-d7b3-8468-b74d85e3ade5,10.1,INTERMEDIATE,2024-10-12 05:14:06,2024-10-29 14:52:38
d28fcf68-c871-d7b3-8468-b74d85e3ade5,6,INTERMEDIATE,2024-10-13 19:54:22,2024-11-19 02:16:41
dce8e1c5-dbd3-0aec-0b46-117300a85473,10,INTERMEDIATE,2025-02-05 08:39:41,2025-03-19 15:29:20
dce8e1c5-dbd3-0aec-0b46-117300a85473,7.2,ADVANCED,2025-02-22 11:30:11,2025-04-07 08:53:56
dce8e1c5-dbd3-0aec-0b46-117300a85473,5,ADVANCED,2025-02-03 03:49:32,2025-02-14 07:36:18
161d5c87-53c9-fe59-4f89-e3b2d847dc53,4,ADVANCED,2024-11-01 00:41:50,2024-11-24 08:07:20
161d5c87-53c9-fe59-4f89-e3b2d847dc53,6.1,BEGINNER,2024-11-24 22:19:53,2024-12-16 02:36:31
7df59abf-6b79-0d01-3cf8-8d20fbad793f,2.3,EXPERT,2024-09-07 01:30:56,2024-10-28 10:30:27
7df59abf-6b79-0d01-3cf8-8d20fbad793f,7,INTERMEDIATE,2024-09-24 19:04:36,2024-10-12 11:41:02
7df59abf-6b79-0d01-3cf8-8d20fbad793f,10.2,EXPERT,2024-09-03 02:54:24,2024-10-04 22:00:54
c7a9f33c-22d8-39d3-33e4-f986f18cccdc,6,ADVANCED,2025-04-09 11:09:17,2025-04-12 13:03:21
c7a9f33c-22d8-39d3-33e4-f986f18cccdc,2.3,EXPERT,2025-04-09 16:54:43,2025-04-17 20:54:30
c7a9f33c-22d8-39d3-33e4-f986f18cccdc,2.4,ADVANCED,2025-04-12 01:18:08,2025-05-18 02:18:15
c7a9f33c-22d8-39d3-33e4-f986f18cccdc,3.2,ADVANCED,2025-04-25 22:37:44,2025-05-23 05:51:58
429a4a7c-4c80-d33a-ad5b-e3c80c880714,6.2,BEGINNER,2025-08-11 19:23:29,2025-08-22 07:37:03
429a4a7c-4c80-d33a-ad5b-e3c80c880714,4.2,EXPERT,2025-08-23 13:40:51,2025-10-10 08:58:42
429a4a7c-4c80-d33a-ad5b-e3c80c880714,3,INTERMEDIATE,2025-07-27 11:51:09,2025-08-22 19:06:38
429a4a7c-4c80-d33a-ad5b-e3c80c880714,1.1,ADVANCED,2025-08-21 14:33:29,2025-09-07 17:33:44
429a4a7c-4c80-d33a-ad5b-e3c80c880714,10.2,INTERMEDIATE,2025-08-07 03:30:53,2025-09-30 15:59:06
cf2e3296-7184-b713-a55f-65b7e709fba6,2.1,EXPERT,2025-05-01 08:39:27,2025-05-11 08:35:51
330faaa3-6b52-f93c-2321-e64e620d4a1f,10.1,ADVANCED,2025-01-27 08:48:46,2025-03-12 00:16:36
0e500785-bcaf-f931-ead1-8464ca8e858c,1.1,BEGINNER,2024-07-16 03:09:05,2024-08-23 09:32:14
0e500785-bcaf-f931-ead1-8464ca8e858c,9.1,ADVANCED,2024-07-16 12:59:01,2024-07-27 01:12:14
0e500785-bcaf-f931-ead1-8464ca8e858c,9.2,EXPERT,2024-07-08 02:32:52,2024-08-22 12:30:06
cd6bb03b-eb35-37a0-2d6e-0291b7893986,9,EXPERT,2025-09-15 08:22:45,2025-10-07 19:46:46
cd6bb03b-eb35-37a0-2d6e-0291b7893986,1.1,ADVANCED,2025-09-07 07:27:07,2025-10-04 09:54:23
cd6bb03b-eb35-37a0-2d6e-0291b7893986,4.2,INTERMEDIATE,2025-08-31 16:22:07,2025-09-17 07:32:17
cd6bb03b-eb35-37a0-2d6e-0291b7893986,2,BEGINNER,2025-09-21 02:39:42,2025-10-29 19:30:54
cd6bb03b-eb35-37a0-2d6e-0291b7893986,8.1,INTERMEDIATE,2025-09-05 19:01:57,2025-09-19 21:47:55
4e8bf78a-60dd-c7f1-2ce3-d822d08012b8,10.2,ADVANCED,2025-08-11 06:00:22,2025-10-09 14:28:31
115affac-b173-fcdf-3fe1-e8f335adde88,8,INTERMEDIATE,2025-02-27 05:00:52,2025-03-18 10:33:56
115affac-b173-fcdf-3fe1-e8f335adde88,5,INTERMEDIATE,2025-02-27 02:25:29,2025-04-04 23:16:19
17d5b563-fa60-ede1-e5eb-772df11c0ac5,10.2,BEGINNER,2025-04-17 19:18:07,2025-06-08 01:56:52
17d5b563-fa60-ede1-e5eb-772df11c0ac5,9,EXPERT,2025-03-22 17:20:58,2025-05-11 22:55:05
