user_id,cat_id,created_date,last_update_date
U171,1.1,2026-03-13,2026-03-13
U171,3.5,2026-03-13,2026-03-13
U171,5.5,2026-03-13,2026-03-13
U172,4.3,2026-03-13,2026-03-13
U172,6.9,2026-03-13,2026-03-13
U172,3.3.6,2026-03-13,2026-03-13
U172,1.3.5,2026-03-13,2026-03-13
U173,5.5,2026-03-14,2026-03-14
U173,3.2,2026-03-14,2026-03-14
U174,1.3.1,2026-03-18,2026-03-18
U174,4.3.6,2026-03-18,2026-03-18
U174,3.3.5,2026-03-18,2026-03-18
U175,2.2,2026-03-16,2026-03-16
U175,3.3.5,2026-03-16,2026-03-16
U175,6.7,2026-03-16,2026-03-16
U176,6.7,2026-03-17,2026-03-17
U176,1,2026-03-17,2026-03-17
U177,6.6,2026-03-18,2026-03-18
U177,4.3,2026-03-18,2026-03-18
U178,5.1.9,2026-03-22,2026-03-22
U178,3.3.6,2026-03-22,2026-03-22
U178,6.9,2026-03-22,2026-03-22
U179,5.1.11,2026-03-20,2026-03-20
U179,2,2026-03-20,2026-03-20
U179,2.1,2026-03-20,2026-03-20
U180,3,2026-03-24,2026-03-24
U180,6.1,2026-03-24,2026-03-24
U181,3.4,2026-03-25,2026-03-25
U181,4.3.6,2026-03-25,2026-03-25
U181,3.3.1,2026-03-25,2026-03-25
U181,5.1.5,2026-03-25,2026-03-25
U182,3.1,2026-03-24,2026-03-24
U182,5,2026-03-24,2026-03-24
U182,4.3.4,2026-03-24,2026-03-24
U183,3.3.6,2026-03-26,2026-03-26
U183,2.4,2026-03-26,2026-03-26
U183,4.3.3,2026-03-26,2026-03-26
U184,3.6,2026-03-29,2026-03-29
U184,1.3,2026-03-29,2026-03-29
U184,3.3.13,2026-03-29,2026-03-29
U184,4.1,2026-03-29,2026-03-29
U185,5.4,2026-03-26,2026-03-26
U185,3.3.5,2026-03-26,2026-03-26
U185,4.4,2026-03-26,2026-03-26
U185,5.1,2026-03-26,2026-03-26
U186,3.6,2026-03-27,2026-03-27
U186,5.1.11,2026-03-27,2026-03-27
U187,5.4,2026-03-30,2026-03-30
U187,4.1,2026-03-30,2026-03-30
U187,1.3.2,2026-03-30,2026-03-30
U188,5.1.10,2026-03-30,2026-03-30
U188,3.3.12,2026-03-30,2026-03-30
U188,3.10,2026-03-30,2026-03-30
U188,4.4,2026-03-30,2026-03-30
U189,6.4,2026-04-02,2026-04-02
U189,4.7,2026-04-02,2026-04-02
U189,5.1,2026-04-02,2026-04-02
U190,6.6,2026-04-05,2026-04-05
U190,4.7,2026-04-05,2026-04-05
U190,5.4,2026-04-05,2026-04-05
U191,4.3.3,2026-04-01,2026-04-01
U191,3.3,2026-04-01,2026-04-01
U191,3.3.8,2026-04-01,2026-04-01
U192,6.3,2026-04-03,2026-04-03
U192,4.3,2026-04-03,2026-04-03
U192,4.2,2026-04-03,2026-04-03
U192,3.3.1,2026-04-03,2026-04-03
U193,3.8,2026-04-07,2026-04-07
U193,2,2026-04-07,2026-04-07
U193,2.2,2026-04-07,2026-04-07
U194,5.1.2,2026-04-07,2026-04-07
U194,2.4,2026-04-07,2026-04-07
U195,4.3.6,2026-04-06,2026-04-06
U195,3.8,2026-04-06,2026-04-06
U195,4.5,2026-04-06,2026-04-06
U196,6.8,2026-04-08,2026-04-08
U196,3.3.1,2026-04-08,2026-04-08
U196,4.3.1,2026-04-08,2026-04-08
U196,2.1,2026-04-08,2026-04-08
U197,3.10,2026-04-08,2026-04-08
U197,5.4,2026-04-08,2026-04-08
U197,2.2,2026-04-08,2026-04-08
U198,2,2026-04-09,2026-04-09
U198,3.9,2026-04-09,2026-04-09
U199,3.3.11,2026-04-13,2026-04-13
U199,5.1.11,2026-04-13,2026-04-13
U199,1.3.2,2026-04-13,2026-04-13
U199,5,2026-04-13,2026-04-13
U200,4.3.6,2026-04-11,2026-04-11
U200,6.4,2026-04-11,2026-04-11
