country_id,state_code,city_name,latitude,longitude
233,KY,Bowling Green,36.9685,-86.4808
233,LA,New Orleans,29.9511,-90.0715
233,LA,Baton Rouge,30.4515,-91.1871
233,LA,Shreveport,32.5252,-93.7502
233,LA,Lafayette,30.2241,-92.0198
233,ME,Portland,43.6591,-70.2568
233,ME,Bangor,44.8016,-68.7712
233,ME,Augusta,44.3106,-69.7795
233,MD,Baltimore,39.2904,-76.6122
233,MD,Annapolis,38.9784,-76.4922
233,MD,Rockville,39.0840,-77.1528
233,MD,Silver Spring,38.9907,-77.0261
233,MA,Boston,42.3601,-71.0589
233,MA,Worcester,42.2626,-71.8023
233,MA,Springfield,42.1015,-72.5898
233,MA,Cambridge,42.3736,-71.1097
233,MA,Lowell,42.6334,-71.3162
233,MI,Detroit,42.3314,-83.0458
233,MI,Grand Rapids,42.9634,-85.6681
233,MI,Ann Arbor,42.2808,-83.7430
233,MI,Lansing,42.7325,-84.5555
233,MN,Minneapolis,44.9778,-93.2650
233,MN,Saint Paul,44.9537,-93.0900
233,MN,Duluth,46.7867,-92.1005
233,MN,Rochester,44.0121,-92.4802
233,MS,Jackson,32.2988,-90.1848
233,MS,Gulfport,30.3674,-89.0928
233,MS,Hattiesburg,31.3271,-89.2903
233,MO,Kansas City,39.0997,-94.5786
233,MO,Saint Louis,38.6270,-90.1994
233,MO,Springfield,37.2090,-93.2923
233,MO,Columbia,38.9517,-92.3341
233,MT,Billings,45.7833,-108.5007
233,MT,Missoula,46.8721,-113.9940
233,MT,Bozeman,45.6770,-111.0429
233,MT,Helena,46.5891,-112.0391
233,NE,Omaha,41.2565,-95.9345
233,NE,Lincoln,40.8136,-96.7026
233,NE,Grand Island,40.9264,-98.3420
233,NV,Las Vegas,36.1699,-115.1398
233,NV,Reno,39.5296,-119.8138
233,NV,Henderson,36.0395,-114.9817
233,NV,Carson City,39.1638,-119.7674
233,NH,Manchester,42.9956,-71.4548
233,NH,Nashua,42.7654,-71.4676
233,NH,Concord,43.2081,-71.5376
233,NJ,Newark,40.7357,-74.1724
233,NJ,Jersey City,40.7178,-74.0431
233,NJ,Princeton,40.3573,-74.6672
233,NJ,Trenton,40.2206,-74.7597
233,NJ,Atlantic City,39.3643,-74.4229
233,NM,Albuquerque,35.0844,-106.6504
233,NM,Santa Fe,35.6870,-105.9378
233,NM,Las Cruces,32.3199,-106.7637
233,NY,New York,40.7128,-74.0060
233,NY,Buffalo,42.8864,-78.8784
233,NY,Rochester,43.1566,-77.6088
233,NY,Albany,42.6526,-73.7562
233,NY,Syracuse,43.0481,-76.1474
233,NY,Yonkers,40.9312,-73.8988
233,NC,Charlotte,35.2271,-80.8431
233,NC,Raleigh,35.7796,-78.6382
233,NC,Durham,35.9940,-78.8986
233,NC,Greensboro,36.0726,-79.7920
233,NC,Asheville,35.5951,-82.5515
233,ND,Fargo,46.8772,-96.7898
233,ND,Bismarck,46.8083,-100.7837
233,ND,Grand Forks,47.9253,-97.0329
233,OH,Columbus,39.9612,-82.9988
233,OH,Cleveland,41.4993,-81.6944
233,OH,Cincinnati,39.1031,-84.5120
233,OH,Toledo,41.6528,-83.5379
233,OH,Akron,41.0814,-81.5190
233,OK,Oklahoma City,35.4676,-97.5164
233,OK,Tulsa,36.1540,-95.9928
233,OK,Norman,35.2226,-97.4395
233,OR,Portland,45.5152,-122.6784
233,OR,Eugene,44.0521,-123.0868
233,OR,Salem,44.9429,-123.0351
233,OR,Bend,44.0582,-121.3153
233,PA,Philadelphia,39.9526,-75.1652
233,PA,Pittsburgh,40.4406,-79.9959
233,PA,Harrisburg,40.2732,-76.8867
233,PA,Allentown,40.6084,-75.4902
233,PA,Erie,42.1292,-80.0851
233,RI,Providence,41.8240,-71.4128
233,RI,Newport,41.4901,-71.3128
233,RI,Warwick,41.7001,-71.4162
233,SC,Charleston,32.7765,-79.9311
233,SC,Columbia,34.0007,-81.0348
233,SC,Greenville,34.8526,-82.3940
233,SD,Sioux Falls,43.5460,-96.7313
233,SD,Rapid City,44.0805,-103.2310
233,SD,Pierre,44.3683,-100.3510
233,TN,Nashville,36.1627,-86.7816
233,TN,Memphis,35.1495,-90.0490
233,TN,Knoxville,35.9606,-83.9207
233,TN,Chattanooga,35.0456,-85.3097
233,TX,Houston,29.7604,-95.3698
233,TX,Dallas,32.7767,-96.7970
233,TX,Austin,30.2672,-97.7431
233,TX,San Antonio,29.4241,-98.4936
233,TX,Fort Worth,32.7555,-97.3308
233,TX,El Paso,31.7619,-106.4850
233,TX,Plano,33.0198,-96.6989
233,UT,Salt Lake City,40.7608,-111.8910
233,UT,Provo,40.2338,-111.6585
233,UT,Ogden,41.2230,-111.9738
233,UT,Saint George,37.0965,-113.5684
233,VT,Burlington,44.4759,-73.2121
233,VT,Montpelier,44.2601,-72.5754
233,VT,Rutland,43.6106,-72.9726
233,VA,Richmond,37.5407,-77.4360
233,VA,Virginia Beach,36.8529,-75.9780
233,VA,Arlington,38.8816,-77.0910
233,VA,Alexandria,38.8048,-77.0469
233,VA,Norfolk,36.8508,-76.2859
233,VA,Reston,38.9586,-77.3570
233,VA,Fairfax,38.8462,-77.3064
233,WA,Seattle,47.6062,-122.3321
233,WA,Spokane,47.6588,-117.4260
233,WA,Tacoma,47.2529,-122.4443
233,WA,Bellevue,47.6101,-122.2015
233,WA,Olympia,47.0379,-122.9007
233,WV,Charleston,38.3498,-81.6326
233,WV,Huntington,38.4192,-82.4452
233,WV,Morgantown,39.6295,-79.9559
233,WI,Milwaukee,43.0389,-87.9065
233,WI,Madison,43.0731,-89.4012
233,WI,Green Bay,44.5133,-88.0133
233,WY,Cheyenne,41.1400,-104.8202
233,WY,Casper,42.8666,-106.3131
233,WY,Jackson,43.4799,-110.7624
233,PR,San Juan,18.4655,-66.1057
233,PR,Ponce,18.0111,-66.6141
101,DL,New Delhi,28.6139,77.2090
101,MH,Mumbai,19.0760,72.8777
101,MH,Pune,18.5204,73.8567
101,MH,Nagpur,21.1458,79.0882
101,MH,Nashik,19.9975,73.7898
101,KA,Bengaluru,12.9716,77.5946
101,KA,Mysuru,12.2958,76.6394
101,KA,Mangaluru,12.9141,74.8560
101,TN,Chennai,13.0827,80.2707
101,TN,Coimbatore,11.0168,76.9558
101,TN,Madurai,9.9252,78.1198
101,TG,Hyderabad,17.3850,78.4867
101,TG,Warangal,17.9689,79.5941
101,WB,Kolkata,22.5726,88.3639
101,WB,Siliguri,26.7271,88.3953
101,GJ,Ahmedabad,23.0225,72.5714
101,GJ,Surat,21.1702,72.8311
101,GJ,Vadodara,22.3072,73.1812
101,RJ,Jaipur,26.9124,75.7873
101,RJ,Jodhpur,26.2389,73.0243
101,RJ,Udaipur,24.5854,73.7125
101,UP,Lucknow,26.8467,80.9462
101,UP,Kanpur,26.4499,80.3319
101,UP,Varanasi,25.3176,82.9739
101,UP,Noida,28.5355,77.3910
101,KL,Kochi,9.9312,76.2673
101,KL,Thiruvananthapuram,8.5241,76.9366
101,PB,Ludhiana,30.9010,75.8573
101,PB,Amritsar,31.6340,74.8723
101,HR,Gurugram,28.4595,77.0266
101,HR,Faridabad,28.4089,77.3178
101,AP,Visakhapatnam,17.6868,83.2185
101,AP,Vijayawada,16.5062,80.6480
101,MP,Bhopal,23.2599,77.4126
101,MP,Indore,22.7196,75.8577
101,BR,Patna,25.5941,85.1376
101,OR,Bhubaneswar,20.2961,85.8245
101,AS,Guwahati,26.1445,91.7362
101,CH,Chandigarh,30.7333,76.7794
101,GA,Panaji,15.4909,73.8278
39,ON,Toronto,43.6532,-79.3832
39,ON,Ottawa,45.4215,-75.6972
39,ON,Hamilton,43.2557,-79.8711
39,ON,London,42.9849,-81.2453
39,ON,Mississauga,43.5890,-79.6441
39,QC,Montreal,45.5019,-73.5674
39,QC,Quebec City,46.8139,-71.2080
39,QC,Laval,45.6066,-73.7124
39,BC,Vancouver,49.2827,-123.1207
39,BC,Victoria,48.4284,-123.3656
39,BC,Surrey,49.1913,-122.8490
39,BC,Kelowna,49.8880,-119.4960
39,AB,Calgary,51.0447,-114.0719
39,AB,Edmonton,53.5461,-113.4938
39,AB,Red Deer,52.2681,-113.8112
39,MB,Winnipeg,49.8951,-97.1384
39,MB,Brandon,49.8483,-99.9501
39,SK,Saskatoon,52.1332,-106.6700
39,SK,Regina,50.4452,-104.6189
39,NS,Halifax,44.6488,-63.5752
39,NB,Moncton,46.0878,-64.7782
39,NB,Fredericton,45.9636,-66.6431
39,NL,Saint Johns,47.5615,-52.7126
39,PE,Charlottetown,46.2382,-63.1311
14,NSW,Sydney,-33.8688,151.2093
14,NSW,Newcastle,-32.9283,151.7817
14,NSW,Wollongong,-34.4278,150.8931
14,VIC,Melbourne,-37.8136,144.9631
14,VIC,Geelong,-38.1499,144.3617
14,VIC,Ballarat,-37.5622,143.8503
14,QLD,Brisbane,-27.4698,153.0251
14,QLD,Gold Coast,-28.0167,153.4000
14,QLD,Cairns,-16.9186,145.7781
14,QLD,Townsville,-19.2590,146.8169
14,WA,Perth,-31.9505,115.8605
14,WA,Fremantle,-32.0569,115.7439
14,WA,Bunbury,-33.3271,115.6414
14,SA,Adelaide,-34.9285,138.6007
14,SA,Mount Gambier,-37.8294,140.7828
14,TAS,Hobart,-42.8821,147.3272
14,TAS,Launceston,-41.4332,147.1441
14,ACT,Canberra,-35.2809,149.1300
14,NT,Darwin,-12.4634,130.8456
14,NT,Alice Springs,-23.6980,133.8807
82,BE,Berlin,52.5200,13.4050
82,BY,Munich,48.1351,11.5820
82,BY,Nuremberg,49.4521,11.0767
82,BY,Augsburg,48.3705,10.8978
82,NW,Cologne,50.9375,6.9603
82,NW,Dusseldorf,51.2277,6.7735
82,NW,Dortmund,51.5136,7.4653
82,NW,Essen,51.4556,7.0116
82,HH,Hamburg,53.5511,9.9937
82,HE,Frankfurt,50.1109,8.6821
82,HE,Wiesbaden,50.0782,8.2397
82,HE,Kassel,51.3127,9.4797
82,BW,Stuttgart,48.7758,9.1829
82,BW,Karlsruhe,49.0069,8.4037
82,BW,Mannheim,49.4875,8.4660
82,BW,Freiburg,47.9990,7.8421
82,NI,Hanover,52.3759,9.7320
82,NI,Braunschweig,52.2689,10.5268
82,SN,Dresden,51.0504,13.7373
82,SN,Leipzig,51.3397,12.3731
82,RP,Mainz,49.9929,8.2473
82,RP,Koblenz,50.3569,7.5890
82,SH,Kiel,54.3233,10.1228
82,SH,Lubeck,53.8655,10.6866
82,HB,Bremen,53.0793,8.8017
82,BB,Potsdam,52.3906,13.0645
82,ST,Magdeburg,52.1205,11.6276
82,ST,Halle,51.4825,11.9705
82,TH,Erfurt,50.9848,11.0299
82,TH,Jena,50.9271,11.5892
82,MV,Rostock,54.0924,12.0991
82,MV,Schwerin,53.6355,11.4012
82,SL,Saarbrucken,49.2402,6.9969
105,D,Dublin,53.3498,-6.2603
105,D,Dun Laoghaire,53.2937,-6.1347
105,CO,Cork,51.8985,-8.4756
105,G,Galway,53.2707,-9.0568
105,LK,Limerick,52.6638,-8.6267
105,WD,Waterford,52.2593,-7.1101
105,KE,Naas,53.2158,-6.6669
105,MH,Navan,53.6528,-6.6814
105,WW,Bray,53.2028,-6.0983
105,KK,Kilkenny,52.6541,-7.2448
105,SO,Sligo,54.2766,-8.4761
105,DL,Letterkenny,54.9503,-7.7346
105,WX,Wexford,52.3369,-6.4633
105,MO,Castlebar,53.8560,-9.2985
105,CE,Ennis,52.8438,-8.9864
105,KY,Tralee,52.2713,-9.7016
